tube_assembly_id,spec1,spec2,spec3,spec4,spec5,spec6,spec7,spec8,spec9,spec10
TA-18101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-18487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
