tube_assembly_id,material_id,diameter,wall,length,num_bends,bend_radius,end_a_1x,end_a_2x,end_x_1x,end_x_2x,end_a,end_x,num_boss,num_bracket,other
TA-17314,SP-0029,25.4,3.05,221,5,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-17315,SP-0029,15.88,1.65,90,5,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-17316,SP-0029,15.88,1.65,80,4,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-17317,SP-0029,15.88,1.65,168,7,31.75,N,N,N,N,EF-003,EF-003,0,0,0
TA-17318,SP-0029,15.88,1.65,99,3,31.75,N,N,N,N,EF-003,EF-003,0,0,0
TA-17319,SP-0037,6.35,0.89,24,2,19.05,N,N,N,N,EF-008,EF-017,0,0,0
TA-17320,SP-0029,19.05,1.24,96,3,50.8,N,Y,N,N,EF-003,EF-003,0,0,0
TA-17321,SP-0029,12.7,2.11,115,5,25.4,N,N,N,N,EF-003,EF-003,0,0,0
TA-17322,SP-0029,15.88,2.41,123,6,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-17323,SP-0029,25.4,1.65,17,1,50.8,N,Y,N,N,EF-023,NONE,0,0,0
TA-17324,SP-0037,6.35,1.65,20,2,19.05,N,N,N,N,EF-018,EF-018,0,0,0
TA-17325,SP-0029,63.5,1.65,79,3,127,Y,Y,N,Y,EF-023,EF-017,0,0,0
TA-17326,SP-0029,25.4,1.65,109,4,50.8,N,N,N,N,EF-017,EF-017,0,0,0
TA-17327,SP-0029,12.7,1.65,77,5,25.4,N,N,N,N,EF-003,EF-003,0,0,0
TA-17328,SP-0029,9.52,1.65,75,5,31.75,N,N,N,N,EF-003,EF-003,0,0,0
TA-17329,SP-0029,12.7,1.65,57,2,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-17330,SP-0029,12.7,1.65,33,2,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-17331,SP-0029,12.7,0.89,87,4,25.4,N,N,N,N,EF-003,EF-003,0,0,0
TA-17332,SP-0029,19.05,3.05,236,9,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-17333,SP-0035,12.7,0.89,68,2,25.4,N,N,N,N,EF-003,EF-003,0,0,0
TA-17334,SP-0035,12.7,0.89,71,4,25.4,N,N,N,N,EF-003,EF-003,0,0,0
TA-17335,SP-0035,12.7,0.89,90,3,25.4,N,N,N,N,EF-003,EF-003,0,0,0
TA-17336,SP-0035,12.7,0.89,100,4,25.4,N,N,N,N,EF-003,EF-003,0,0,0
TA-17337,SP-0035,12.7,0.89,154,6,25.4,N,N,N,N,EF-003,EF-003,0,0,0
TA-17338,SP-0035,12.7,0.89,47,4,25.4,N,N,N,N,EF-003,EF-003,0,0,0
TA-17339,SP-0035,12.7,0.89,38,2,25.4,N,N,N,N,EF-003,EF-003,0,0,0
TA-17340,SP-0029,9.52,1.65,30,2,19.05,N,N,N,N,EF-003,NONE,0,0,0
TA-17341,SP-0029,152.4,2.11,74,1,152.4,Y,Y,N,N,EF-017,EF-017,0,0,0
TA-17342,SP-0029,38.1,1.65,18,0,0,N,N,N,N,EF-004,NONE,0,0,0
TA-17343,SP-0029,38.1,1.65,80,4,76.2,Y,Y,N,N,EF-004,EF-010,1,0,0
TA-17344,SP-0037,6.35,0.89,159,9,12.7,N,N,N,N,EF-008,NONE,0,0,0
TA-17345,SP-0029,12.7,0.89,134,5,25.4,N,N,N,N,EF-003,EF-003,0,0,0
TA-17346,SP-0037,6.35,0.89,54,6,12.7,N,N,N,N,EF-008,NONE,0,0,0
TA-17347,SP-0029,76.2,1.65,72,2,114.3,N,N,N,Y,EF-017,EF-017,0,0,0
TA-17348,SP-0028,63.5,1.65,76,2,152.4,N,N,N,N,EF-017,EF-017,0,0,0
TA-17349,SP-0029,12.7,1.65,153,5,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-17350,SP-0029,25.4,1.65,33,2,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-17351,SP-0029,76.2,1.65,223,5,152.4,N,Y,Y,Y,NONE,NONE,0,0,0
TA-17352,SP-0029,63.5,1.65,56,1,127,N,N,Y,Y,NONE,NONE,0,0,0
TA-17353,SP-0029,12.7,1.65,89,4,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-17354,SP-0029,25.4,1.65,179,6,50.8,N,N,N,Y,EF-017,EF-017,0,0,0
TA-17355,SP-0029,9.52,0.89,70,4,19.05,N,N,N,N,EF-003,EF-003,0,0,0
TA-17356,SP-0029,19.05,1.65,181,6,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-17357,SP-0029,9.52,1.65,70,5,19.05,N,N,N,N,EF-003,EF-003,0,0,0
TA-17358,SP-0029,63.5,1.65,210,3,127,N,N,N,N,EF-017,EF-017,0,0,0
TA-17359,SP-0048,38.1,3.96,507,1,76.2,N,N,N,N,EF-012,EF-012,0,0,0
TA-17360,SP-0048,38.1,3.96,507,1,76.2,N,N,N,N,EF-012,EF-012,0,0,0
TA-17361,SP-0029,15.88,1.24,504,2,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-17362,SP-0029,19.05,1.24,502,2,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-17363,SP-0029,15.88,1.24,506,1,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-17364,SP-0035,12.7,0.89,62,3,25.4,N,N,N,N,EF-003,EF-003,0,0,0
TA-17365,SP-0029,63.5,1.65,19,0,0,N,N,N,N,EF-023,EF-023,2,0,0
TA-17366,SP-0029,19.05,2.11,36,2,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-17367,SP-0029,63.5,1.65,11,0,0,N,Y,N,Y,EF-023,NONE,0,0,0
TA-17368,SP-0029,6.35,0.71,72,1,19.05,N,N,N,N,EF-003,EF-003,0,0,0
TA-17369,SP-0035,19.05,1.24,70,3,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-17370,NA,12.7,1.65,122,6,25.4,N,N,N,N,EF-003,EF-003,0,0,0
TA-17371,NA,12.7,1.65,120,5,25.4,N,N,N,N,EF-003,EF-003,0,0,0
TA-17372,SP-0029,127,1.65,160,2,127,Y,Y,Y,Y,EF-023,EF-017,0,0,0
TA-17373,SP-0029,101.6,1.65,102,3,101.6,N,Y,Y,Y,EF-017,EF-017,0,0,0
TA-17374,SP-0029,127,1.65,157,3,127,N,N,Y,Y,EF-017,EF-017,0,0,0
TA-17375,SP-0029,38.1,1.65,180,5,63.5,N,N,N,N,EF-012,EF-012,0,0,0
TA-17376,SP-0033,101.6,1.65,154,3,152.4,N,Y,N,N,EF-017,EF-017,0,0,0
TA-17377,SP-0033,101.6,1.65,105,3,152.4,N,Y,N,Y,EF-017,EF-017,0,0,0
TA-17378,SP-0035,9.52,0.89,106,4,19.05,N,N,N,N,EF-018,EF-008,0,0,0
TA-17379,SP-0029,101.6,1.65,175,1,101.6,N,N,N,N,EF-017,EF-017,0,0,0
TA-17380,SP-0029,88.9,1.65,140,4,88.9,Y,Y,N,N,EF-017,EF-017,0,0,0
TA-17381,SP-0029,101.6,1.65,70,1,101.6,N,N,N,N,EF-017,EF-017,1,0,0
TA-17382,SP-0037,9.52,0.89,13,2,19.05,N,N,N,N,EF-018,EF-017,0,0,0
TA-17383,SP-0029,12.7,1.24,38,3,25.4,N,N,N,N,EF-017,EF-017,0,0,0
TA-17384,SP-0029,12.7,1.65,229,6,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-17385,SP-0029,12.7,1.65,230,5,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-17386,SP-0029,19.05,3.05,38,3,38.1,N,Y,N,N,EF-003,EF-003,0,0,0
TA-17387,SP-0029,19.05,3.05,38,3,38.1,N,Y,N,N,EF-003,EF-003,0,0,0
TA-17388,SP-0029,19.05,3.05,64,3,38.1,N,Y,N,N,EF-003,EF-003,0,0,0
TA-17389,SP-0029,9.52,1.65,7,1,25.4,N,N,N,N,EF-003,NONE,0,0,0
TA-17390,SP-0035,15.88,1.65,0,0,0,N,N,N,N,NONE,NONE,0,0,0
TA-17391,SP-0029,15.88,1.65,41,4,38.1,N,N,N,N,EF-003,EF-017,0,0,0
TA-17392,SP-0035,6.35,0.89,108,7,12.7,N,N,N,N,EF-018,EF-003,0,0,0
TA-17393,SP-0029,25.4,1.65,37,2,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-17394,SP-0035,6.35,0.89,24,2,12.7,N,N,N,N,EF-003,EF-003,0,0,0
TA-17395,SP-0029,12.7,1.65,105,5,25.4,N,N,N,N,EF-003,EF-003,0,0,0
TA-17396,SP-0029,63.5,1.65,147,3,101.6,N,N,N,N,EF-023,EF-017,0,0,0
TA-17397,SP-0029,25.4,3.05,148,4,63.5,N,N,N,N,EF-003,EF-003,0,0,0
TA-17398,SP-0029,25.4,1.65,94,4,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-17399,SP-0029,25.4,1.65,13,0,0,N,N,N,N,EF-003,EF-003,0,0,0
TA-17400,SP-0029,19.05,1.24,151,7,38.1,N,N,N,N,EF-003,EF-017,0,0,0
TA-17401,SP-0029,19.05,1.24,154,6,38.1,N,N,N,N,EF-003,EF-017,0,0,0
TA-17402,SP-0033,76.2,1.65,132,2,154.2,N,N,N,Y,EF-017,NONE,0,0,0
TA-17403,SP-0046,34,4,56,2,90,N,Y,N,N,EF-021,EF-021,0,0,0
TA-17404,SP-0029,57.15,1.65,205,5,114.3,N,Y,N,Y,EF-023,EF-023,0,0,0
TA-17405,SP-0029,63.5,1.65,119,4,127,N,Y,N,N,EF-017,EF-017,0,0,0
TA-17406,SP-0029,19.05,3.05,59,5,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-17407,SP-0029,12.7,1.65,71,4,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-17408,SP-0029,15.88,1.24,75,2,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-17409,SP-0029,19.05,3.05,56,2,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-17410,SP-0029,19.05,3.05,65,2,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-17411,SP-0029,25.4,2.11,132,4,63.5,N,Y,N,N,EF-003,EF-003,0,0,0
TA-17412,SP-0029,25.4,2.11,131,4,63.5,N,Y,N,N,EF-003,EF-003,0,0,0
TA-17413,SP-0037,6.35,0.89,47,4,19.05,N,N,N,N,EF-008,EF-017,0,0,0
TA-17414,SP-0037,6.35,0.89,32,3,19.05,N,N,N,N,EF-008,EF-017,0,0,0
TA-17415,SP-0029,38.1,1.65,24,0,0,N,N,N,N,EF-019,NONE,0,0,0
TA-17416,SP-0029,25.4,1.65,20,0,0,N,N,N,N,EF-023,EF-009,0,0,0
TA-17417,SP-0029,19.05,1.24,27,2,38.1,N,N,N,Y,EF-003,EF-003,0,0,0
TA-17418,SP-0037,6.35,0.89,77,7,19.05,N,N,N,N,EF-008,EF-003,0,0,0
TA-17419,SP-0037,6.35,0.89,62,5,19.05,N,N,N,N,EF-008,EF-003,0,0,0
TA-17420,SP-0029,19.05,3.05,58,3,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-17421,SP-0029,19.05,1.65,63,3,38.1,N,N,N,N,EF-003,EF-003,0,0,0
TA-17422,SP-0029,203.2,1.9,22,0,0,N,Y,N,Y,EF-023,EF-017,0,0,0
TA-17423,SP-0029,63.5,1.65,92,2,101.6,N,N,N,Y,EF-009,EF-009,0,0,0
TA-17424,SP-0029,63.5,1.65,45,1,101.6,N,N,N,Y,EF-009,NONE,0,0,0
TA-17425,SP-0029,63.5,1.65,70,2,101.6,Y,Y,N,Y,EF-009,EF-009,0,0,0
TA-17426,SP-0029,63.5,1.65,92,2,101.6,N,Y,N,N,EF-009,EF-009,0,0,0
TA-17427,SP-0029,88.9,1.65,51,2,101.6,Y,Y,N,Y,EF-009,EF-009,1,0,0
TA-17428,SP-0029,76.2,1.65,13,0,0,N,Y,N,Y,EF-023,EF-009,0,0,0
TA-17429,SP-0029,76.2,1.65,42,1,76.2,Y,Y,N,N,EF-009,EF-009,0,0,0
TA-17430,SP-0029,76.2,1.65,112,3,114.3,Y,Y,Y,Y,EF-002,EF-009,0,0,0
TA-17431,NA,25.4,3.05,128,2,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-17432,NA,25.4,3.05,137,2,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-17433,NA,25.4,3.05,219,8,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-17434,NA,25.4,3.05,216,6,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-17435,NA,25.4,3.05,163,3,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-17436,NA,25.4,3.05,163,3,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-17437,NA,25.4,3.05,193,6,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-17438,NA,25.4,3.05,191,4,50.8,N,N,N,N,EF-003,EF-003,0,0,0
TA-17439,SP-0029,63.5,1.65,55,2,101.6,N,N,N,Y,EF-017,EF-017,0,0,0
TA-17440,SP-0035,31.75,1.65,28,1,63.5,N,Y,N,N,EF-018,EF-017,0,0,0
TA-17441,SP-0029,31.75,1.65,95,3,50.8,N,N,N,N,EF-017,EF-017,0,0,0
TA-17442,SP-0029,31.75,1.65,91,3,101.6,N,N,N,N,EF-017,EF-017,0,0,0
TA-17443,SP-0029,31.75,1.65,89,4,50.8,N,N,N,Y,EF-017,EF-017,0,0,0
TA-17444,SP-0029,31.75,1.65,82,4,50.8,N,N,N,Y,EF-017,EF-017,0,0,0
TA-17445,SP-0035,12.7,0.89,73,5,25.4,N,N,N,N,EF-018,EF-018,0,0,0
TA-17446,SP-0038,63.5,1.65,63,2,76.2,N,N,N,N,EF-023,EF-005,0,0,0
TA-17447,SP-0038,63.5,1.65,50,2,76.2,N,N,N,Y,EF-023,EF-005,0,0,0
TA-17448,SP-0037,9.52,0.89,30,2,19.05,N,N,N,N,EF-008,EF-017,0,0,0
TA-17449,SP-0037,9.52,0.89,41,2,19.05,N,N,N,N,EF-008,EF-017,0,0,0
TA-17450,SP-0029,12.7,1.24,37,1,38.1,N,N,N,N,EF-018,EF-018,0,0,0
TA-17451,SP-0029,12.7,0.89,19,1,38.1,N,N,N,N,NONE,EF-018,0,0,0
TA-17452,SP-0019,9.52,0.71,38,2,31.75,N,N,N,N,EF-008,EF-008,0,0,0
TA-17453,SP-0019,6.35,0.71,46,2,38.1,N,N,N,N,EF-008,EF-008,0,0,0
TA-17454,SP-0019,12.7,0.89,35,1,38.1,N,N,N,N,EF-008,EF-008,0,0,0
TA-17455,SP-0019,12.7,0.89,53,3,25.4,N,N,N,N,EF-008,EF-008,0,0,0
TA-17456,SP-0019,6.35,0.71,48,4,25.4,N,N,N,N,EF-018,EF-018,0,0,0
TA-17457,SP-0019,6.35,0.71,51,3,25.4,Y,Y,Y,Y,EF-008,EF-008,0,0,0
TA-17458,SP-0019,9.52,0.71,71,3,31.75,N,N,N,N,NONE,EF-008,0,0,0
TA-17459,SP-0035,9.52,1.24,48,5,19.05,Y,Y,Y,Y,EF-018,EF-018,0,0,0
TA-17460,SP-0035,9.52,1.24,54,5,19.05,N,N,N,N,EF-018,EF-018,0,0,0
TA-17461,SP-0035,9.52,1.24,42,2,19.05,N,N,N,N,EF-018,EF-018,0,0,0
TA-17462,SP-0035,9.52,1.24,40,4,25.4,N,N,N,N,EF-018,EF-018,0,0,0
TA-17463,SP-0035,9.52,1.24,41,3,25.4,N,N,N,N,EF-018,EF-018,0,0,0
TA-17464,SP-0035,9.52,1.24,56,5,25.4,N,N,N,N,EF-018,EF-018,0,0,0
TA-17465,SP-0035,9.52,1.24,58,5,25.4,N,N,N,N,EF-018,EF-018,0,0,0
TA-17466,SP-0019,6.35,0.71,122,4,25.4,N,N,N,N,EF-008,EF-008,0,0,0
TA-17467,SP-0019,6.35,0.71,45,2,25.4,N,N,N,N,EF-008,EF-008,0,0,0
TA-17468,SP-0019,6.35,0.71,56,3,25.4,N,N,N,N,EF-008,EF-008,0,0,0
TA-17469,SP-0019,6.35,0.71,26,3,19.05,N,N,N,N,EF-008,EF-006,0,0,0
TA-17470,SP-0035,12.7,1.24,79,6,38.1,N,N,N,N,EF-003,EF-018,0,0,0
TA-17471,SP-0029,25.4,1.65,70,4,50.8,N,N,N,N,EF-009,EF-002,0,0,0
TA-17472,SP-0019,6.35,0.71,9,1,19.05,N,N,N,N,EF-008,EF-004,0,0,0
TA-17473,SP-0035,7.94,0.89,9,1,19.05,N,N,N,N,EF-015,EF-008,0,0,0
TA-17474,SP-0019,6.35,0.71,134,2,25.4,N,N,N,N,EF-008,EF-008,0,0,0
TA-17475,SP-0019,6.35,0.71,158,3,25.4,N,N,N,N,EF-008,EF-008,0,0,0
TA-17476,SP-0019,6.35,0.71,127,6,25.4,N,N,N,N,EF-008,EF-008,0,0,0
TA-17477,SP-0019,6.35,0.71,152,6,25.4,N,N,N,N,EF-008,EF-008,0,0,0
TA-17478,SP-0035,9.52,1.65,49,5,25.4,N,N,N,N,EF-018,EF-018,0,0,0
TA-17479,SP-0035,9.52,1.65,49,5,25.4,N,N,N,N,EF-018,EF-018,0,0,0
TA-17480,SP-0029,19.05,1.65,84,5,38.1,N,N,N,N,NONE,NONE,0,0,0
TA-17481,SP-0035,12.7,1.24,63,5,50.8,N,N,N,N,EF-017,EF-018,0,0,0
TA-17482,SP-0035,6.35,0.89,101,5,25.4,N,N,N,N,EF-017,EF-018,0,0,0
TA-17483,SP-0028,6.35,0.89,118,5,25.4,N,N,N,N,EF-003,EF-017,0,0,0
TA-17484,SP-0029,12.7,1.24,135,6,50.8,N,N,N,N,EF-003,EF-017,0,0,0
TA-17485,SP-0019,12.7,0.89,37,1,38.1,N,N,N,N,EF-008,EF-008,0,0,0
TA-17486,SP-0019,12.7,0.89,158,6,38.1,N,N,N,N,EF-008,EF-008,0,0,0
TA-17487,SP-0019,6.35,0.71,30,1,25.4,N,N,N,N,EF-008,EF-008,0,0,0
TA-17488,SP-0029,9.52,1.65,53,4,25.4,N,N,N,N,NONE,NONE,0,0,0
TA-17489,SP-0039,15.88,0.89,51,2,50.8,N,N,N,N,EF-008,EF-008,0,0,0
TA-17490,SP-0039,15.88,0.89,134,4,38.1,N,N,N,N,EF-008,EF-008,0,0,0
TA-17491,SP-0039,15.88,0.89,97,2,38.1,N,N,N,N,EF-008,EF-008,0,0,0
TA-17492,SP-0039,15.88,0.89,203,5,38.1,N,N,N,N,EF-008,EF-008,0,0,0
TA-17493,SP-0039,15.88,0.89,93,3,38.1,N,N,N,N,EF-008,EF-008,0,0,0
TA-17494,SP-0039,15.88,0.89,122,5,38.1,N,N,N,N,EF-008,EF-008,0,0,0
TA-17495,SP-0039,15.88,0.89,111,3,38.1,N,N,N,N,EF-008,EF-008,0,0,0
TA-17496,SP-0035,12.7,1.24,87,3,38.1,N,N,N,N,EF-018,EF-018,0,0,0
TA-17497,SP-0035,12.7,1.24,87,2,38.1,N,N,N,N,EF-018,EF-018,0,0,0
TA-17498,SP-0035,12.7,1.24,74,3,38.1,N,N,N,N,EF-018,EF-018,0,0,0
TA-17499,SP-0035,12.7,1.24,159,4,38.1,N,N,N,N,EF-018,EF-018,0,0,0
TA-17500,SP-0035,9.52,0.89,41,2,38.1,N,N,N,N,EF-018,EF-018,0,0,0
TA-17501,SP-0019,6.35,0.71,209,0,0,N,N,N,N,EF-008,EF-008,0,0,0
TA-17502,SP-0035,6.35,0.89,97,4,25.4,N,N,N,N,EF-018,EF-018,0,0,0
TA-17503,SP-0035,6.35,0.89,122,7,25.4,N,N,N,N,EF-018,EF-018,0,0,0
TA-17504,SP-0035,6.35,0.89,104,4,25.4,N,N,N,N,EF-018,EF-018,0,0,0
TA-17505,SP-0035,6.35,0.89,70,5,25.4,N,N,N,N,EF-018,EF-018,0,0,0
TA-17506,SP-0035,6.35,0.89,126,7,25.4,N,N,N,N,EF-018,EF-018,0,0,0
TA-17507,SP-0019,12.7,0.89,32,1,38.1,N,N,N,N,EF-008,EF-008,0,0,0
TA-17508,SP-0019,12.7,0.89,163,5,38.1,N,N,N,N,EF-008,EF-008,0,0,0
TA-17509,SP-0035,7.94,0.89,31,1,38.1,N,N,N,N,EF-018,EF-018,0,0,0
TA-17510,SP-0019,12.7,0.89,110,6,38.1,N,N,N,N,EF-008,EF-008,0,0,0
TA-17511,SP-0039,9.52,0.71,110,5,38.1,N,N,N,N,EF-008,EF-008,0,0,0
TA-17512,SP-0019,6.35,0.71,93,4,25.4,N,N,N,N,EF-008,EF-008,0,0,0
TA-17513,SP-0019,6.35,0.71,93,4,25.4,N,N,N,N,EF-008,EF-008,0,0,0
TA-17514,SP-0019,6.35,0.71,89,3,25.4,N,N,N,N,EF-008,EF-008,0,0,0
TA-17515,SP-0019,6.35,0.71,89,3,25.4,N,N,N,N,EF-008,EF-008,0,0,0
TA-17516,SP-0019,6.35,0.71,116,3,25.4,N,N,N,N,EF-008,EF-008,0,0,0
TA-17517,SP-0019,6.35,0.71,116,3,25.4,N,N,N,N,EF-008,EF-008,0,0,0
TA-17518,SP-0019,6.35,0.71,69,3,25.4,N,N,N,N,EF-008,EF-008,0,0,0
TA-17519,SP-0019,6.35,0.71,69,3,25.4,N,N,N,N,EF-008,EF-008,0,0,0
TA-17520,SP-0019,6.35,0.71,31,2,25.4,N,N,N,N,EF-008,EF-008,0,0,0
TA-17521,SP-0019,6.35,0.71,31,2,25.4,N,N,N,N,EF-008,EF-008,0,0,0
TA-17522,SP-0035,19.05,1.65,48,2,38.1,N,N,N,N,EF-018,EF-018,0,0,0
TA-17523,SP-0035,12.7,1.24,225,5,38.1,N,N,N,N,EF-018,EF-018,0,0,0
TA-17524,SP-0035,12.7,1.24,169,3,31.8,N,N,N,N,EF-018,EF-018,0,0,0
TA-17525,SP-0035,9.52,0.89,162,3,31.8,N,N,N,N,EF-018,EF-018,0,0,0
TA-17526,SP-0035,12.7,1.24,60,2,38.1,N,N,N,N,EF-018,EF-018,0,0,0
TA-17527,SP-0035,12.7,1.24,112,4,38.1,N,N,N,N,EF-018,EF-018,0,0,0
TA-17528,SP-0035,15.88,1.24,75,2,38.1,N,N,N,N,EF-003,EF-018,0,0,0
TA-17529,SP-0035,12.7,1.24,83,2,38.1,N,N,N,N,EF-003,EF-018,0,0,0
TA-17530,SP-0039,9.52,0.71,62,4,38.1,N,N,N,N,EF-008,EF-008,0,0,0
TA-17531,SP-0035,9.52,0.89,178,5,38.1,N,N,N,N,EF-018,EF-018,0,0,0
TA-17532,SP-0035,6.35,0.89,63,2,25.4,N,N,N,N,EF-018,EF-018,0,0,0
TA-17533,SP-0019,12.7,0.89,120,7,38.1,N,N,N,N,EF-008,EF-008,0,0,0
TA-17534,SP-0019,9.52,0.71,161,4,38.1,N,N,N,N,EF-008,EF-008,0,0,0
TA-17535,SP-0035,7.94,0.89,27,2,25.4,N,N,N,N,EF-018,EF-018,0,0,0
TA-17536,SP-0035,19.05,1.65,41,2,38.1,N,N,N,N,NONE,EF-018,0,0,0
TA-17537,SP-0035,19.05,1.65,41,2,38.1,N,N,N,N,EF-003,EF-018,0,0,0
TA-17538,SP-0035,9.52,0.89,75,4,38.1,N,N,N,N,EF-018,EF-018,0,0,0
TA-17539,SP-0035,9.52,0.89,29,2,25.4,N,N,N,N,EF-018,EF-018,0,0,0
TA-17540,SP-0035,9.52,0.89,26,2,25.4,N,N,N,N,EF-018,EF-018,0,0,0
TA-17541,SP-0035,6.35,0.89,14,1,25.4,N,N,N,N,EF-018,EF-018,0,0,0
TA-17542,SP-0035,9.52,0.89,26,2,38.1,N,N,N,N,EF-018,EF-018,0,0,0
TA-17543,SP-0035,6.35,0.89,146,7,25.4,N,N,N,N,EF-018,EF-018,0,0,0
TA-17544,SP-0035,12.7,1.24,50,4,38.1,N,N,N,N,EF-018,EF-018,0,0,0
TA-17545,SP-0035,12.7,1.24,45,2,38.1,N,N,N,N,EF-018,EF-018,0,0,0
TA-17546,SP-0035,7.94,0.89,43,2,25.4,N,N,N,N,EF-018,EF-018,0,0,0
TA-17547,SP-0039,9.52,0.71,75,4,38.1,N,N,N,N,EF-008,EF-008,0,0,0
TA-17548,SP-0019,6.35,0.71,25,2,25.4,N,N,N,N,EF-008,EF-008,0,0,0
TA-17549,SP-0019,6.35,0.71,25,2,25.4,N,N,N,N,EF-008,EF-008,0,0,0
TA-17550,SP-0019,6.35,0.71,56,5,25.4,N,N,N,N,EF-008,EF-008,0,0,0
TA-17551,SP-0019,6.35,0.71,89,4,25.4,N,N,N,N,EF-008,EF-008,0,0,0
TA-17552,SP-0019,6.35,0.71,130,7,25.4,N,N,N,N,EF-008,EF-008,0,0,0
TA-17553,SP-0039,12.7,0.89,175,5,38.1,N,N,N,N,EF-008,EF-008,0,0,0
TA-17554,SP-0039,6.35,0.71,165,6,38.1,N,N,N,N,EF-008,EF-008,0,0,0
TA-17555,SP-0035,25.4,1.65,67,3,50.8,N,N,N,N,EF-018,EF-017,0,0,0
TA-17556,SP-0035,9.52,0.89,102,8,25.4,N,N,N,N,EF-018,EF-018,0,0,0
TA-17557,SP-0035,9.52,0.89,79,6,25.4,N,N,N,N,EF-018,EF-018,0,0,0
TA-17558,SP-0035,9.52,0.89,107,7,25.4,N,N,N,N,EF-018,EF-018,0,0,0
TA-17559,SP-0035,9.52,0.89,43,3,25.4,N,N,N,N,EF-018,EF-018,0,0,0
TA-17560,SP-0035,9.52,0.89,110,3,25.4,N,N,N,N,EF-018,EF-018,0,0,0
TA-17561,SP-0035,9.52,0.89,121,3,25.4,N,N,N,N,EF-018,EF-018,0,0,0
TA-17562,SP-0019,6.35,0.71,18,1,25.4,N,N,N,N,EF-008,EF-008,0,0,0
TA-17563,SP-0039,9.52,0.71,57,2,38.1,N,N,N,N,EF-008,EF-008,0,0,0
TA-17564,SP-0039,6.35,0.71,36,2,19.05,N,N,N,N,EF-008,EF-008,0,0,0
TA-17565,SP-0039,6.35,0.71,31,2,19.05,N,N,N,N,EF-008,EF-008,0,0,0
TA-17566,SP-0039,9.52,0.71,50,2,38.1,N,N,N,N,EF-008,EF-008,0,0,0
TA-17567,SP-0035,25.4,1.65,71,3,50.8,N,N,N,Y,EF-018,EF-018,0,0,0
TA-17568,SP-0035,19.05,1.65,51,2,63.5,N,N,N,N,EF-018,EF-018,0,0,0
TA-17569,SP-0019,6.35,0.71,142,7,25.4,N,N,N,N,EF-008,EF-008,0,0,0
TA-17570,SP-0019,12.7,0.89,164,5,38.1,N,N,N,N,EF-008,EF-008,0,0,0
TA-17571,SP-0019,6.35,0.71,112,1,38.1,N,N,N,N,EF-008,EF-008,0,0,0
TA-17572,SP-0019,6.35,0.71,118,1,38.1,N,N,N,N,EF-008,EF-008,0,0,0
TA-17573,SP-0035,9.52,1.24,23,2,25.4,N,N,N,N,EF-018,EF-018,0,0,0
TA-17574,SP-0035,9.52,1.24,94,2,25.4,N,N,N,N,EF-018,EF-018,0,0,0
TA-17575,SP-0019,7.94,0.71,129,7,25.4,N,N,N,N,EF-008,EF-008,0,0,0
TA-17576,SP-0019,6.35,0.71,143,6,25.4,N,N,N,N,EF-008,EF-008,0,0,0
TA-17577,SP-0035,12.7,1.24,43,2,25.4,N,N,N,N,EF-018,EF-018,0,0,0
TA-17578,SP-0035,12.7,1.24,31,2,25.4,N,N,N,N,EF-018,EF-018,0,0,0
TA-17579,SP-0035,12.7,1.24,31,2,25.4,N,N,N,N,EF-018,EF-018,0,0,0
TA-17580,SP-0019,3.18,0.71,102,8,12.7,N,N,N,N,NONE,NONE,0,0,0
TA-17581,SP-0019,12.7,0.89,90,4,25.4,N,N,N,N,EF-003,EF-003,0,0,0
