id,log_feature,volume
3044,feature 71,1
3044,feature 82,34
10307,feature 203,6
10307,feature 71,2
10307,feature 82,20
10517,feature 82,2
10517,feature 203,2
10517,feature 71,2
6101,feature 71,1
6101,feature 203,3
6101,feature 82,33
11853,feature 82,13
11853,feature 203,2
14328,feature 82,19
14328,feature 203,13
14328,feature 71,1
16317,feature 82,21
16317,feature 203,9
16216,feature 71,1
16216,feature 203,7
16216,feature 201,11
16216,feature 80,6
16216,feature 82,22
16216,feature 172,2
14964,feature 201,1
14964,feature 82,22
14964,feature 80,2
14964,feature 203,10
3868,feature 203,5
3868,feature 82,9
495,feature 82,14
495,feature 203,6
9137,feature 82,4
13822,feature 203,9
13822,feature 193,3
13822,feature 82,38
13822,feature 71,6
4326,feature 193,1
4326,feature 82,26
4326,feature 80,2
4326,feature 71,7
16422,feature 170,4
16422,feature 54,4
17995,feature 54,1
17995,feature 1,1
9084,feature 54,1
12839,feature 170,1
12839,feature 54,1
658,feature 170,4
658,feature 212,6
658,feature 319,1
658,feature 134,1
658,feature 133,6
658,feature 54,4
12168,feature 170,1
12168,feature 54,2
2905,feature 54,2
11934,feature 170,3
11934,feature 54,4
10796,feature 319,1
10796,feature 68,3
17738,feature 68,1
1983,feature 170,2
1983,feature 54,2
1983,feature 204,2
1983,feature 62,1
1983,feature 182,1
1983,feature 83,2
1240,feature 204,2
1240,feature 170,2
1240,feature 155,3
1240,feature 182,1
17680,feature 170,2
17680,feature 54,2
7186,feature 170,2
6311,feature 54,6
6311,feature 170,6
6094,feature 170,5
6094,feature 54,5
18117,feature 54,1
18117,feature 1,1
7197,feature 170,1
7197,feature 54,1
5591,feature 54,1
5591,feature 1,1
5591,feature 136,1
15645,feature 170,2
15645,feature 54,2
13988,feature 54,3
13988,feature 170,3
9767,feature 85,5
9767,feature 170,2
9767,feature 4,1
9767,feature 54,4
17357,feature 68,3
4772,feature 204,2
4772,feature 54,7
4772,feature 83,2
4772,feature 170,7
4772,feature 62,1
4772,feature 182,1
18373,feature 204,2
18373,feature 170,7
18373,feature 155,3
18373,feature 182,1
18389,feature 170,2
18389,feature 54,2
18389,feature 1,1
18389,feature 136,1
16759,feature 170,6
16759,feature 54,6
471,feature 56,1
586,feature 63,1
12180,feature 201,7
12180,feature 276,3
12180,feature 193,15
12180,feature 71,23
12180,feature 349,3
12180,feature 80,6
3286,feature 193,4
3286,feature 349,1
3286,feature 276,1
3286,feature 71,7
1052,feature 71,5
1052,feature 193,5
4107,feature 349,1
4107,feature 193,5
4107,feature 276,1
4107,feature 71,5
9735,feature 193,4
9735,feature 71,6
7895,feature 193,1
7895,feature 71,2
6184,feature 80,1
6184,feature 349,1
6184,feature 193,8
6184,feature 71,13
6184,feature 276,1
6764,feature 349,4
6764,feature 80,1
6764,feature 201,1
6764,feature 71,12
6764,feature 193,6
6764,feature 276,4
13329,feature 349,1
13329,feature 80,1
13329,feature 71,8
13329,feature 193,7
13329,feature 201,1
13329,feature 276,1
15174,feature 193,2
15174,feature 80,1
15174,feature 71,1
14367,feature 71,12
14367,feature 193,10
3940,feature 71,6
3940,feature 276,1
3940,feature 193,6
18032,feature 56,1
18032,feature 71,1
18032,feature 172,2
13962,feature 80,1
13962,feature 71,2
12662,feature 71,7
12662,feature 80,1
12662,feature 193,5
12030,feature 276,1
12030,feature 193,3
12030,feature 71,3
12030,feature 349,1
2573,feature 71,1
2573,feature 193,1
2573,feature 349,1
2573,feature 276,1
2573,feature 80,1
11559,feature 201,2
11559,feature 80,1
423,feature 80,1
5665,feature 80,2
5665,feature 201,1
5665,feature 276,1
15246,feature 349,1
2321,feature 349,1
2321,feature 276,1
2321,feature 80,1
2321,feature 71,14
2321,feature 193,8
6378,feature 349,1
6378,feature 80,1
6378,feature 276,1
12259,feature 193,1
12259,feature 349,1
12259,feature 71,2
12259,feature 276,1
7955,feature 217,2
7955,feature 349,1
7955,feature 132,1
7955,feature 276,2
16743,feature 71,1
16743,feature 193,1
12034,feature 193,1
12034,feature 276,1
12034,feature 71,8
4284,feature 201,2
4284,feature 80,1
4284,feature 193,8
4284,feature 71,7
11284,feature 71,5
5679,feature 71,3
5679,feature 193,3
12249,feature 71,1
12249,feature 172,2
12249,feature 56,4
12249,feature 80,1
12249,feature 193,1
6276,feature 276,1
6276,feature 172,10
6276,feature 56,14
11954,feature 172,6
11954,feature 134,1
11954,feature 349,2
11954,feature 133,1
11954,feature 56,4
11954,feature 193,3
11954,feature 71,3
11954,feature 276,2
11954,feature 218,1
11954,feature 219,1
7166,feature 198,1
7166,feature 193,7
7166,feature 71,11
7166,feature 349,2
7166,feature 276,2
7166,feature 76,1
5773,feature 349,1
5773,feature 193,3
5773,feature 71,5
5773,feature 276,1
2279,feature 71,14
2279,feature 349,1
2279,feature 276,1
2279,feature 193,15
10125,feature 80,1
10125,feature 201,1
18357,feature 71,2
18357,feature 193,2
18357,feature 276,1
16913,feature 349,1
16913,feature 193,4
16913,feature 276,1
16913,feature 71,1
9901,feature 193,2
7608,feature 193,3
7608,feature 71,8
7608,feature 276,1
7608,feature 349,1
6724,feature 193,3
6724,feature 71,3
12830,feature 71,9
12830,feature 276,1
12830,feature 193,3
1378,feature 193,3
1378,feature 71,7
3602,feature 71,6
3602,feature 193,5
17309,feature 71,2
17309,feature 349,1
17309,feature 193,3
17309,feature 276,1
14495,feature 276,1
14495,feature 80,1
14495,feature 193,4
14495,feature 71,4
14495,feature 349,1
5421,feature 133,1
5421,feature 218,1
5421,feature 219,1
5421,feature 134,1
5421,feature 71,2
3176,feature 276,1
5395,feature 201,1
5395,feature 80,1
5395,feature 71,4
5395,feature 193,5
7674,feature 276,1
7674,feature 71,1
7674,feature 349,1
11661,feature 71,3
11661,feature 276,1
16494,feature 349,1
16494,feature 193,1
16494,feature 71,12
16494,feature 276,1
5877,feature 193,10
5877,feature 349,1
5877,feature 71,9
5877,feature 276,1
11724,feature 71,2
2166,feature 71,4
10326,feature 276,1
10326,feature 71,1
3908,feature 276,1
3908,feature 349,1
3890,feature 71,6
10888,feature 193,1
10888,feature 71,1
5602,feature 276,1
5602,feature 71,4
4307,feature 276,1
4307,feature 193,1
4307,feature 71,3
1539,feature 36,1
1539,feature 349,1
1539,feature 276,1
1539,feature 151,1
1539,feature 218,1
15681,feature 349,1
15681,feature 71,2
15681,feature 276,1
3118,feature 276,1
3118,feature 193,1
3118,feature 71,7
6740,feature 71,3
6740,feature 193,1
6740,feature 276,1
6740,feature 349,1
14034,feature 193,1
14034,feature 349,1
14034,feature 71,8
14034,feature 276,1
11006,feature 276,1
11006,feature 193,1
11006,feature 71,6
449,feature 71,9
254,feature 71,2
994,feature 276,1
994,feature 71,3
994,feature 193,8
994,feature 349,1
9053,feature 276,1
9053,feature 193,3
9053,feature 71,5
10180,feature 71,10
17405,feature 71,1
17353,feature 193,2
17353,feature 349,1
17353,feature 71,10
17353,feature 276,2
8996,feature 71,2
8996,feature 276,1
16702,feature 193,5
16702,feature 71,1
12496,feature 71,6
12496,feature 193,2
15865,feature 172,1
4857,feature 193,1
4857,feature 349,1
4857,feature 71,1
4857,feature 276,1
6456,feature 193,2
6456,feature 71,4
10762,feature 71,2
10762,feature 193,2
4014,feature 349,1
4014,feature 71,6
4014,feature 276,1
4014,feature 193,3
15665,feature 193,9
15665,feature 349,3
15665,feature 276,4
15665,feature 71,18
4572,feature 71,4
4572,feature 193,3
11768,feature 193,2
11768,feature 71,2
6016,feature 349,1
6016,feature 71,6
6016,feature 276,1
6016,feature 193,1
13168,feature 193,8
13168,feature 276,3
13168,feature 349,3
13168,feature 71,13
3266,feature 193,4
3266,feature 71,18
8351,feature 71,4
8351,feature 276,1
8351,feature 349,1
13110,feature 349,1
13110,feature 71,5
13110,feature 276,1
13110,feature 193,2
13855,feature 193,13
13855,feature 71,58
13855,feature 276,3
13855,feature 349,3
13075,feature 193,1
13075,feature 276,1
13075,feature 71,7
12697,feature 171,2
12697,feature 55,1
2062,feature 195,2
17260,feature 68,1
12354,feature 73,3
18508,feature 195,2
18508,feature 73,2
14150,feature 195,1
14150,feature 73,1
2194,feature 73,1
2194,feature 195,2
9272,feature 73,3
9272,feature 195,3
13538,feature 73,2
13538,feature 195,2
16735,feature 65,3
16735,feature 55,1
16735,feature 171,2
16735,feature 187,6
11230,feature 73,6
11230,feature 195,8
4212,feature 73,2
4212,feature 195,1
18541,feature 187,2
18541,feature 65,1
4330,feature 73,23
4330,feature 195,10
7686,feature 73,598
7686,feature 68,1
7686,feature 195,17
7686,feature 109,717
14269,feature 73,22
14269,feature 109,27
16963,feature 109,5
16963,feature 73,18
16963,feature 195,5
16512,feature 73,1
16663,feature 73,3
16663,feature 195,5
16655,feature 171,1
16655,feature 55,1
2331,feature 73,2
14475,feature 195,4
14475,feature 73,5
5964,feature 73,3
5964,feature 195,1
15340,feature 195,1
15340,feature 73,4
9387,feature 73,1
9387,feature 195,1
16445,feature 73,1
7669,feature 195,2
7669,feature 73,3
9098,feature 73,2
9098,feature 195,2
5348,feature 134,1
16540,feature 171,1
16540,feature 55,1
7213,feature 73,12
7213,feature 195,13
9163,feature 73,1
9163,feature 171,2
9163,feature 195,1
9163,feature 55,1
16031,feature 73,2
16031,feature 195,2
12552,feature 195,2
12552,feature 73,1
10098,feature 195,6
10098,feature 73,6
8655,feature 73,1
8655,feature 195,1
7258,feature 73,5
7258,feature 195,1
12577,feature 171,2
12577,feature 55,1
3487,feature 73,4
14684,feature 73,1
1046,feature 195,1
1046,feature 73,2
13806,feature 73,6
13806,feature 195,2
4035,feature 60,2
4035,feature 177,2
156,feature 219,1
156,feature 134,1
10645,feature 73,2
7746,feature 177,2
7746,feature 60,1
10439,feature 60,1
16649,feature 219,1
16649,feature 134,1
16649,feature 39,1
5065,feature 172,2
5065,feature 56,1
8197,feature 219,1
8197,feature 134,1
15674,feature 56,1
15674,feature 172,1
5594,feature 172,8
5594,feature 56,4
7172,feature 201,4
7172,feature 80,4
4037,feature 56,1
4037,feature 172,1
5155,feature 80,4
5155,feature 201,2
13662,feature 80,1
3736,feature 201,2
3736,feature 80,2
8266,feature 80,3
8266,feature 201,5
14335,feature 201,3
2568,feature 80,1
2568,feature 201,2
16670,feature 80,5
16670,feature 201,10
12142,feature 201,2
3621,feature 80,2
3621,feature 201,3
8428,feature 201,1
8428,feature 80,2
5694,feature 80,4
5694,feature 201,2
13913,feature 80,1
13913,feature 201,1
15107,feature 80,3
17022,feature 80,1
17022,feature 201,1
9428,feature 80,2
9428,feature 201,2
16381,feature 80,1
14041,feature 345,2
14041,feature 273,2
14041,feature 68,4
14041,feature 179,2
10609,feature 179,2
10609,feature 336,1
10609,feature 68,9
10609,feature 258,1
4948,feature 54,22
4948,feature 68,12
4948,feature 170,24
4983,feature 68,2
4983,feature 273,1
11062,feature 54,11
11062,feature 170,7
11062,feature 345,2
11062,feature 179,1
11062,feature 273,7
11062,feature 68,4
9959,feature 68,4
9959,feature 345,1
9959,feature 273,3
9959,feature 179,2
8109,feature 306,1
8109,feature 54,1
8109,feature 222,1
8109,feature 170,1
4130,feature 345,2
4130,feature 179,1
4130,feature 68,2
1529,feature 170,1
1529,feature 54,1
15168,feature 134,1
15168,feature 219,1
9051,feature 273,1
9051,feature 345,2
9051,feature 68,2
9051,feature 179,1
7527,feature 54,4
7398,feature 306,1
7398,feature 223,1
12191,feature 273,1
914,feature 170,1
6921,feature 273,1
6921,feature 179,1
6921,feature 68,1
6921,feature 170,8
6921,feature 87,1
6921,feature 209,2
1522,feature 209,1
3682,feature 345,1
3682,feature 54,5
3682,feature 273,2
3682,feature 170,2
3682,feature 68,5
14189,feature 170,2
14189,feature 68,1
14189,feature 273,3
14189,feature 54,1
14061,feature 54,1
14061,feature 170,2
4320,feature 273,1
4320,feature 68,1
14530,feature 68,4
14530,feature 54,3
14530,feature 170,1
14530,feature 273,3
234,feature 345,1
10424,feature 68,2
10424,feature 273,2
10424,feature 179,1
6183,feature 345,1
6183,feature 170,2
6183,feature 54,1
6183,feature 179,2
6183,feature 68,4
6183,feature 273,3
17236,feature 54,4
17236,feature 345,1
17236,feature 170,4
17236,feature 273,2
6284,feature 90,1
6284,feature 12,1
6284,feature 346,1
6284,feature 89,1
6284,feature 306,1
6284,feature 92,1
6284,feature 219,1
6284,feature 91,1
6284,feature 88,1
6284,feature 134,1
3874,feature 170,13
3874,feature 54,13
3874,feature 118,1
3874,feature 273,2
3874,feature 68,11
6023,feature 54,1
6023,feature 170,1
17056,feature 273,1
17056,feature 54,1
17056,feature 170,2
16447,feature 54,1
16447,feature 170,1
16447,feature 273,1
8797,feature 273,1
8797,feature 345,1
8797,feature 68,3
6945,feature 345,1
6945,feature 273,1
9205,feature 68,1
10015,feature 306,1
10015,feature 87,1
10015,feature 209,1
5749,feature 68,2
5749,feature 179,1
5749,feature 273,1
18214,feature 170,4
18214,feature 273,2
18214,feature 179,2
18214,feature 68,2
18214,feature 54,8
18214,feature 345,6
14818,feature 345,4
14818,feature 179,10
14818,feature 68,10
14818,feature 54,6
13263,feature 68,1
13263,feature 273,1
13263,feature 345,1
3247,feature 345,1
3247,feature 54,1
8625,feature 68,2
8625,feature 273,2
2320,feature 134,1
2320,feature 219,1
12103,feature 50,1
17415,feature 134,1
17415,feature 219,1
17673,feature 134,1
17673,feature 220,1
17673,feature 219,1
5073,feature 55,1
5073,feature 171,1
11549,feature 134,1
9484,feature 171,1
7119,feature 55,2
15805,feature 359,1
11225,feature 55,2
11225,feature 171,5
489,feature 171,1
489,feature 55,1
6979,feature 134,1
6979,feature 219,1
13007,feature 134,1
2357,feature 134,1
2357,feature 219,1
2357,feature 135,1
2598,feature 41,1
2598,feature 156,1
7231,feature 55,1
4908,feature 220,1
4908,feature 219,1
4908,feature 135,1
4908,feature 134,1
2526,feature 54,1
4534,feature 54,2
4534,feature 170,2
12524,feature 170,1
13365,feature 68,1
10086,feature 134,1
10086,feature 219,1
12115,feature 87,1
12115,feature 3,1
12115,feature 209,1
1635,feature 170,1
1635,feature 68,1
11339,feature 360,1
11339,feature 362,1
17587,feature 360,4
17587,feature 362,4
8487,feature 209,1
8487,feature 87,1
13395,feature 54,1
13395,feature 68,1
13395,feature 170,2
6140,feature 54,1
6140,feature 170,1
13388,feature 54,2
13388,feature 87,1
13388,feature 170,2
8160,feature 87,1
8160,feature 209,1
8160,feature 54,9
8160,feature 170,9
16089,feature 155,9
16089,feature 170,8
16089,feature 209,1
3356,feature 170,3
8219,feature 87,2
8219,feature 1,1
8219,feature 209,2
8219,feature 136,1
12549,feature 54,3
12536,feature 170,3
12536,feature 54,3
10755,feature 54,2
10755,feature 170,1
3016,feature 182,1
3016,feature 204,2
3016,feature 83,2
3016,feature 62,1
4233,feature 204,2
4233,feature 182,1
16388,feature 87,1
16388,feature 1,1
1390,feature 87,2
1390,feature 1,1
1390,feature 136,2
1390,feature 138,1
1390,feature 209,2
3339,feature 68,1
11977,feature 54,5
11977,feature 170,3
17896,feature 170,1
17896,feature 54,1
14331,feature 87,1
14331,feature 209,1
795,feature 87,1
795,feature 219,1
795,feature 134,1
795,feature 209,1
17771,feature 170,1
16889,feature 54,1
15531,feature 170,3
15531,feature 54,3
1000,feature 170,4
1000,feature 68,1
1000,feature 54,2
7644,feature 170,1
7644,feature 68,1
11435,feature 170,3
11435,feature 68,1
11435,feature 54,1
6429,feature 87,4
6429,feature 209,4
7196,feature 87,1
7196,feature 209,2
10175,feature 54,3
10175,feature 170,2
4604,feature 87,1
3749,feature 170,1
3749,feature 209,2
3749,feature 87,3
5965,feature 209,2
5965,feature 87,2
12129,feature 182,1
12129,feature 62,1
12481,feature 155,8
12481,feature 182,1
12481,feature 87,1
2619,feature 54,2
2619,feature 170,3
15916,feature 54,2
15916,feature 170,2
16693,feature 170,1
16693,feature 54,1
14264,feature 54,7
14264,feature 170,6
17377,feature 209,3
17377,feature 136,1
1409,feature 54,1
4830,feature 209,1
6774,feature 279,1
7919,feature 170,3
7919,feature 54,3
3081,feature 170,5
3081,feature 54,5
3081,feature 280,7
6222,feature 68,1
6222,feature 170,2
18348,feature 54,1
2049,feature 85,2
2049,feature 54,2
2049,feature 206,3
2049,feature 170,1
10780,feature 54,1
9680,feature 54,3
3040,feature 54,1
3040,feature 206,2
3040,feature 85,2
3040,feature 170,1
10497,feature 54,2
10497,feature 170,2
13208,feature 170,1
13208,feature 54,1
1643,feature 207,1
1643,feature 62,1
1643,feature 182,1
1643,feature 86,1
1643,feature 204,2
1643,feature 83,2
8384,feature 182,1
8384,feature 207,1
8384,feature 204,2
4106,feature 54,10
4106,feature 170,14
5585,feature 87,2
5585,feature 182,1
5585,feature 170,4
5585,feature 209,2
5585,feature 54,4
5585,feature 207,1
4927,feature 62,1
4927,feature 182,1
15059,feature 182,1
4976,feature 170,4
4976,feature 54,4
12116,feature 170,1
14244,feature 134,1
14244,feature 170,1
14244,feature 54,1
14244,feature 219,1
15087,feature 68,1
8213,feature 1,1
8213,feature 209,1
8213,feature 136,1
8213,feature 87,1
5676,feature 68,1
5676,feature 170,1
9138,feature 134,1
11537,feature 54,1
11537,feature 170,1
5199,feature 360,6
5199,feature 362,4
2690,feature 68,1
10356,feature 54,1
4891,feature 209,1
4891,feature 87,4
15641,feature 136,1
15641,feature 87,1
15641,feature 1,1
589,feature 170,6
589,feature 54,7
129,feature 54,5
129,feature 170,5
9328,feature 155,8
9328,feature 170,5
6766,feature 87,5
6766,feature 136,2
6766,feature 209,4
6766,feature 1,2
12866,feature 54,1
1194,feature 54,2
1194,feature 170,2
10189,feature 68,6
10782,feature 68,4
16210,feature 68,1
1060,feature 68,1
1060,feature 87,1
17862,feature 40,1
17862,feature 209,1
17862,feature 1,1
17862,feature 87,1
17862,feature 136,1
17190,feature 209,1
17190,feature 1,1
17190,feature 87,1
17190,feature 136,1
15482,feature 209,1
15482,feature 87,1
3581,feature 134,1
3581,feature 219,1
5790,feature 134,1
312,feature 84,1
312,feature 167,1
312,feature 205,1
312,feature 51,1
3828,feature 51,1
3828,feature 84,1
3828,feature 205,2
3828,feature 167,2
3115,feature 35,1
40,feature 55,9
40,feature 212,3
40,feature 35,2
40,feature 171,10
40,feature 127,3
40,feature 150,6
40,feature 154,3
40,feature 39,3
6705,feature 127,1
6705,feature 212,1
3679,feature 127,1
3679,feature 39,1
3679,feature 212,1
14448,feature 35,1
14448,feature 127,1
14448,feature 212,1
10962,feature 150,1
10962,feature 35,1
10962,feature 212,2
10962,feature 127,2
10962,feature 38,1
11605,feature 55,3
11605,feature 171,3
11605,feature 212,2
11605,feature 39,1
11605,feature 35,1
11605,feature 150,2
7080,feature 212,2
15181,feature 35,1
15181,feature 319,1
15181,feature 134,1
15181,feature 55,1
13596,feature 55,3
13596,feature 150,2
13596,feature 171,3
13596,feature 39,1
13596,feature 212,2
13596,feature 127,2
16082,feature 150,2
16082,feature 55,6
16082,feature 171,5
16082,feature 39,3
16082,feature 35,1
16082,feature 127,2
16082,feature 154,1
16082,feature 212,2
13096,feature 319,1
13096,feature 39,1
13096,feature 240,2
13096,feature 127,2
13096,feature 154,1
13096,feature 212,2
3449,feature 154,1
3449,feature 212,2
3449,feature 171,4
3449,feature 55,3
3449,feature 35,1
3449,feature 150,2
6633,feature 55,3
6633,feature 127,2
6633,feature 212,2
6633,feature 35,2
6633,feature 154,1
18358,feature 133,3
18358,feature 212,1
18358,feature 39,7
18358,feature 153,3
18358,feature 35,2
18358,feature 218,1
18358,feature 217,1
18358,feature 132,1
18358,feature 55,8
3278,feature 127,1
3278,feature 150,1
3278,feature 35,1
3278,feature 171,1
3278,feature 55,1
7043,feature 55,2
1951,feature 55,1
11473,feature 134,1
11473,feature 219,1
8757,feature 171,1
8757,feature 55,1
5143,feature 55,1
5143,feature 171,2
7384,feature 191,1
7384,feature 70,1
4009,feature 171,2
4009,feature 55,2
2325,feature 171,8
2325,feature 55,8
8023,feature 55,9
9286,feature 55,6
16560,feature 171,1
16560,feature 55,1
11883,feature 55,1
14279,feature 171,8
14279,feature 55,8
3464,feature 55,20
3464,feature 171,20
13650,feature 171,3
13650,feature 55,3
14773,feature 134,1
14773,feature 219,1
12829,feature 171,10
12829,feature 55,10
4407,feature 171,9
4407,feature 55,9
5506,feature 55,1
896,feature 55,1
896,feature 171,1
5828,feature 55,8
4400,feature 54,2
4400,feature 85,1
8739,feature 134,1
8739,feature 219,1
16373,feature 170,1
16573,feature 134,1
17472,feature 206,2
17472,feature 54,1
17472,feature 68,1
17472,feature 170,1
12280,feature 54,1
12280,feature 170,1
15305,feature 54,1
15542,feature 83,2
15542,feature 204,2
15542,feature 54,21
15542,feature 207,1
15542,feature 170,21
15542,feature 86,1
2193,feature 155,9
2193,feature 207,1
2193,feature 204,2
2193,feature 170,1
6928,feature 82,108
6928,feature 80,17
6928,feature 203,18
6928,feature 201,13
6928,feature 193,5
6928,feature 71,7
14722,feature 71,1
14722,feature 80,1
14722,feature 82,2
14631,feature 203,3
14631,feature 82,6
10006,feature 193,4
10006,feature 82,20
10006,feature 71,2
10006,feature 203,5
18285,feature 203,9
18285,feature 82,12
17191,feature 82,28
17191,feature 193,4
17191,feature 203,17
17191,feature 71,3
13702,feature 82,50
13702,feature 71,9
13702,feature 193,5
13702,feature 203,34
11961,feature 172,3
11961,feature 141,1
11961,feature 203,12
11961,feature 56,2
11961,feature 82,23
11961,feature 201,11
11961,feature 71,4
11961,feature 193,12
11961,feature 68,14
11961,feature 198,4
11961,feature 8,1
11961,feature 80,6
13796,feature 203,4
13796,feature 193,1
13796,feature 71,1
13796,feature 82,8
13317,feature 203,9
13317,feature 82,14
7185,feature 71,3
7185,feature 82,32
7185,feature 193,2
7185,feature 203,19
910,feature 193,3
910,feature 201,1
910,feature 82,6
910,feature 71,5
910,feature 80,1
6234,feature 71,5
6234,feature 82,23
6234,feature 203,12
6234,feature 193,5
14410,feature 71,1
14410,feature 76,1
2377,feature 71,5
2377,feature 193,2
9798,feature 80,1
9798,feature 71,1
9798,feature 193,2
9798,feature 203,2
9798,feature 82,6
6998,feature 82,4
6998,feature 203,2
17714,feature 203,1
17714,feature 82,4
17770,feature 203,6
17770,feature 71,4
17770,feature 56,3
17770,feature 172,2
17770,feature 193,4
17770,feature 82,8
14030,feature 71,13
14030,feature 82,13
14030,feature 203,10
14030,feature 80,2
14030,feature 193,10
567,feature 80,2
567,feature 203,20
567,feature 193,1
567,feature 82,38
567,feature 71,3
567,feature 201,2
737,feature 203,59
737,feature 193,15
737,feature 82,75
737,feature 71,14
16603,feature 71,11
16603,feature 203,17
16603,feature 82,32
16603,feature 193,5
8246,feature 68,1
14473,feature 80,2
6269,feature 193,5
6269,feature 71,5
6269,feature 82,2
6269,feature 203,1
12743,feature 193,2
12743,feature 71,1
12743,feature 203,14
12743,feature 82,16
12743,feature 80,1
16092,feature 82,16
16092,feature 71,3
16092,feature 193,1
16092,feature 203,8
7673,feature 82,20
7673,feature 201,2
7673,feature 80,1
7673,feature 68,1
7673,feature 198,2
7673,feature 203,8
7972,feature 82,20
7972,feature 71,5
7972,feature 193,3
7972,feature 80,2
7972,feature 201,5
7972,feature 203,15
7473,feature 80,1
7473,feature 82,13
7473,feature 203,10
7473,feature 201,1
7473,feature 71,3
7473,feature 193,3
12074,feature 82,34
12074,feature 193,5
12074,feature 203,27
12074,feature 71,8
6372,feature 71,4
6372,feature 193,5
6372,feature 203,11
6372,feature 82,32
1497,feature 193,4
1497,feature 80,5
1497,feature 203,13
1497,feature 68,1
1497,feature 198,1
1497,feature 71,5
1497,feature 82,18
1497,feature 201,9
17549,feature 82,10
17549,feature 203,4
17549,feature 80,3
17549,feature 201,3
17549,feature 172,1
11452,feature 71,2
11452,feature 201,2
11452,feature 82,10
11452,feature 80,1
11452,feature 193,4
11452,feature 203,11
8264,feature 71,3
8264,feature 193,3
8264,feature 80,3
8264,feature 201,3
8264,feature 82,8
3550,feature 82,12
3550,feature 203,8
3550,feature 80,1
3550,feature 201,2
14238,feature 76,1
14238,feature 68,1
7742,feature 76,1
7742,feature 68,5
4454,feature 71,10
4454,feature 82,2
4454,feature 193,8
4454,feature 203,2
9841,feature 141,1
9841,feature 80,1
9841,feature 203,6
9841,feature 82,14
9841,feature 8,1
9841,feature 68,4
9841,feature 198,1
9841,feature 201,4
3823,feature 193,3
3823,feature 80,1
3823,feature 71,4
15209,feature 193,4
15209,feature 82,2
15209,feature 71,5
594,feature 82,22
594,feature 203,2
594,feature 71,9
594,feature 193,2
3173,feature 203,16
3173,feature 193,1
3173,feature 82,20
3173,feature 71,10
6995,feature 193,6
6995,feature 71,14
6995,feature 82,34
6995,feature 203,17
17884,feature 82,17
17884,feature 219,1
17884,feature 193,2
17884,feature 71,1
17884,feature 203,8
11514,feature 201,3
11514,feature 203,32
11514,feature 193,5
11514,feature 80,2
11514,feature 82,45
11514,feature 71,6
13584,feature 82,8
13584,feature 203,6
13815,feature 68,1
13815,feature 203,13
13815,feature 82,39
13815,feature 193,5
13815,feature 71,5
1573,feature 71,4
1573,feature 82,43
1573,feature 193,4
1573,feature 203,15
97,feature 82,2
7318,feature 201,4
7318,feature 193,1
7318,feature 82,35
7318,feature 80,4
7318,feature 71,3
7318,feature 203,16
11328,feature 71,6
11328,feature 80,1
11328,feature 193,5
11328,feature 82,24
11328,feature 203,17
5543,feature 201,1
5543,feature 193,1
5543,feature 203,13
5543,feature 71,2
5543,feature 82,16
5543,feature 80,1
17585,feature 203,4
17585,feature 71,1
17585,feature 82,4
18351,feature 193,2
18351,feature 203,6
18351,feature 71,1
18351,feature 82,12
6491,feature 172,1
6491,feature 134,1
6491,feature 203,20
6491,feature 193,7
6491,feature 219,1
6491,feature 71,9
6491,feature 56,2
6491,feature 82,19
1144,feature 71,2
1144,feature 82,24
1144,feature 193,3
1144,feature 203,14
15711,feature 82,10
15711,feature 71,1
15711,feature 203,5
924,feature 71,3
924,feature 193,4
924,feature 203,6
924,feature 82,10
4131,feature 203,39
4131,feature 201,1
4131,feature 80,1
4131,feature 193,9
4131,feature 82,62
4131,feature 71,10
9589,feature 193,5
9589,feature 203,2
9589,feature 82,10
9589,feature 71,3
8837,feature 203,21
8837,feature 193,8
8837,feature 71,11
8837,feature 82,30
11515,feature 68,1
11515,feature 198,2
11515,feature 82,24
11515,feature 203,16
11515,feature 193,11
11515,feature 71,15
11515,feature 80,1
11515,feature 76,1
8697,feature 82,4
8697,feature 71,1
18141,feature 82,2
18141,feature 71,8
18141,feature 193,6
17535,feature 203,25
17535,feature 71,6
17535,feature 82,48
17535,feature 193,3
15951,feature 201,2
15951,feature 203,21
15951,feature 82,46
15951,feature 193,6
15951,feature 80,2
15951,feature 71,6
5657,feature 71,1
5657,feature 201,5
5657,feature 82,22
5657,feature 203,12
5657,feature 193,3
13824,feature 71,2
13824,feature 203,6
13824,feature 193,2
13824,feature 82,8
411,feature 80,3
411,feature 201,2
411,feature 193,1
411,feature 71,3
411,feature 82,18
411,feature 203,6
7305,feature 203,16
7305,feature 71,7
7305,feature 193,4
7305,feature 82,20
1745,feature 203,5
1745,feature 82,16
1745,feature 71,4
1745,feature 80,1
1745,feature 193,3
5728,feature 193,1
5728,feature 82,16
5728,feature 71,2
5728,feature 203,8
17269,feature 82,15
17269,feature 71,1
17269,feature 203,7
17269,feature 193,2
3654,feature 203,2
3654,feature 82,10
9822,feature 71,10
9822,feature 82,38
9822,feature 203,25
9822,feature 193,10
9822,feature 80,1
10740,feature 74,1
11419,feature 80,2
11419,feature 71,2
11419,feature 203,2
11419,feature 82,22
7235,feature 82,22
7235,feature 80,2
7235,feature 172,2
7235,feature 201,1
7235,feature 203,2
7235,feature 56,2
7235,feature 193,3
7235,feature 71,7
3291,feature 193,10
3291,feature 82,74
3291,feature 203,49
3291,feature 68,2
3291,feature 71,9
3291,feature 80,17
