id,location,fault_severity
3660,location 823,0
18548,location 278,0
3745,location 465,0
17265,location 1061,2
5202,location 648,0
17285,location 834,2
7023,location 599,2
18490,location 1008,0
1087,location 1107,0
15407,location 1112,0
11353,location 556,1
3237,location 208,0
6889,location 242,0
4228,location 793,0
7622,location 756,2
7444,location 627,0
7521,location 369,0
8433,location 891,0
8592,location 479,0
10475,location 821,0
9181,location 825,1
13167,location 976,2
11147,location 814,0
6159,location 691,0
7320,location 322,0
14734,location 734,2
17401,location 124,0
9039,location 1111,1
12530,location 946,0
15487,location 704,2
18533,location 734,0
18064,location 584,0
13570,location 466,0
2781,location 1109,0
16247,location 498,0
13279,location 1106,1
4137,location 839,0
16004,location 872,0
9879,location 1008,1
1664,location 354,1
11939,location 821,1
138,location 684,0
4877,location 507,0
4590,location 474,0
6172,location 931,0
11537,location 726,1
115,location 264,1
17661,location 704,2
3256,location 7,0
4664,location 846,0
17284,location 836,0
8002,location 118,0
11097,location 474,0
5379,location 1026,1
7961,location 450,0
12003,location 655,1
7262,location 242,0
13002,location 734,1
3960,location 91,0
455,location 124,0
7759,location 465,0
11493,location 135,1
3225,location 1033,1
4008,location 845,0
13425,location 1100,2
3155,location 181,0
3762,location 875,0
17340,location 577,0
11188,location 895,2
8529,location 1061,1
10738,location 359,0
1847,location 477,0
125,location 793,0
4987,location 805,0
11307,location 798,2
11956,location 122,0
18174,location 1053,0
7678,location 133,0
13083,location 163,0
15781,location 627,0
7582,location 600,0
9428,location 713,1
3691,location 1055,0
14151,location 1052,1
4452,location 888,0
12380,location 793,0
10915,location 255,0
4370,location 252,1
6665,location 4,1
10656,location 282,1
6522,location 893,1
18135,location 1052,0
6177,location 292,0
6407,location 643,2
11648,location 744,1
5923,location 831,1
4250,location 962,2
16364,location 609,1
9711,location 570,1
12824,location 646,1
8678,location 619,1
11589,location 1100,2
16834,location 808,0
2896,location 1053,0
13857,location 461,0
3385,location 179,0
16313,location 244,0
15331,location 1100,2
2058,location 1051,0
12143,location 102,0
5212,location 467,0
10937,location 599,1
13642,location 1100,2
15959,location 990,1
12594,location 400,1
18142,location 763,0
3737,location 1052,0
13785,location 442,1
9574,location 931,0
7988,location 460,0
5270,location 489,0
4403,location 834,1
13804,location 63,0
4247,location 484,0
16455,location 1031,0
7281,location 396,0
2831,location 380,0
17143,location 1052,1
12586,location 469,0
9208,location 1075,1
15673,location 771,1
5559,location 1010,0
920,location 288,0
17381,location 600,0
11805,location 157,0
17441,location 793,0
3027,location 95,0
13250,location 522,0
14375,location 284,0
15672,location 1050,0
893,location 1019,0
17994,location 471,0
13826,location 95,0
7409,location 1010,1
11529,location 375,0
4149,location 834,0
1834,location 126,0
16173,location 167,0
4269,location 374,0
14488,location 704,1
6249,location 466,0
2577,location 1052,0
3631,location 526,0
16514,location 1009,0
8504,location 124,0
7807,location 834,1
1014,location 118,0
5668,location 490,0
12359,location 108,0
6992,location 742,0
2741,location 1016,2
7765,location 509,0
6205,location 938,1
6152,location 837,1
9571,location 518,0
4611,location 135,0
7952,location 102,0
1137,location 881,1
12579,location 472,0
15241,location 189,1
8937,location 1109,1
18367,location 648,0
2802,location 484,0
17417,location 243,0
2377,location 734,0
17423,location 228,0
12229,location 704,0
10200,location 925,0
4921,location 244,0
2946,location 923,0
12711,location 451,0
7705,location 810,2
5148,location 613,1
2309,location 292,0
11057,location 386,0
14413,location 147,0
3034,location 122,0
6632,location 116,0
6016,location 707,0
17255,location 100,0
5090,location 382,0
16332,location 124,0
12531,location 401,0
12924,location 734,0
12197,location 166,1
3963,location 619,0
17858,location 495,0
5525,location 961,0
4769,location 646,1
11080,location 497,0
11532,location 846,1
10105,location 976,2
2449,location 806,0
18120,location 1018,0
5434,location 884,0
15104,location 599,0
16299,location 704,2
487,location 1010,0
11033,location 91,0
2836,location 673,0
7203,location 1042,1
7523,location 292,0
8661,location 996,1
5928,location 1008,2
8945,location 1067,1
7388,location 600,0
12077,location 810,0
3867,location 798,2
23,location 257,0
4409,location 700,1
12930,location 300,1
13762,location 894,0
1636,location 491,0
10747,location 695,0
474,location 118,0
10366,location 846,0
8445,location 971,0
7342,location 324,0
12544,location 17,1
4199,location 280,1
13634,location 587,0
10972,location 826,1
15867,location 1075,1
8743,location 91,1
5100,location 1050,2
6527,location 752,1
296,location 1086,2
7081,location 809,0
11642,location 504,0
14994,location 1029,0
59,location 602,0
9268,location 465,0
11039,location 737,0
17665,location 13,0
15512,location 12,0
13664,location 1079,0
13472,location 661,0
5925,location 484,0
7907,location 1082,0
16055,location 371,0
3336,location 102,0
16414,location 179,1
6047,location 445,1
12311,location 921,1
10201,location 878,0
15393,location 312,0
8716,location 100,1
438,location 684,2
3268,location 834,1
7400,location 886,0
5520,location 494,0
7062,location 881,0
16163,location 619,0
11755,location 814,0
9083,location 474,0
5811,location 481,0
4668,location 305,0
357,location 894,0
1586,location 1107,0
8670,location 696,1
6181,location 373,0
15333,location 205,0
10644,location 498,0
6915,location 252,0
8662,location 1030,1
1782,location 1086,2
2998,location 1086,1
14007,location 124,0
44,location 451,0
5693,location 1019,2
1732,location 810,2
2867,location 816,0
1296,location 846,2
18406,location 810,0
3883,location 810,0
4440,location 1107,0
17217,location 469,0
12917,location 297,0
15400,location 102,1
15147,location 810,0
6467,location 1035,1
13894,location 627,1
7942,location 280,0
10977,location 1017,0
10725,location 320,0
12826,location 943,0
7968,location 471,0
10559,location 13,1
4771,location 506,0
15679,location 1059,0
6090,location 149,0
3289,location 831,1
8206,location 1109,0
9034,location 902,0
1802,location 763,1
9323,location 802,1
5217,location 475,0
15224,location 600,2
15116,location 976,0
17990,location 396,0
12452,location 894,0
11663,location 16,0
18281,location 181,0
1946,location 1033,1
1999,location 600,0
12420,location 691,1
16293,location 409,0
3112,location 1006,0
7017,location 1018,1
4483,location 270,0
4460,location 1030,0
3253,location 878,0
1118,location 241,0
4291,location 114,1
6331,location 619,0
9297,location 283,0
6654,location 768,0
11243,location 696,0
7143,location 990,0
17753,location 704,1
11382,location 998,1
16057,location 831,1
4531,location 660,0
7630,location 114,1
9922,location 1042,0
4614,location 899,0
2466,location 242,0
14383,location 523,0
17781,location 478,0
7997,location 906,1
17366,location 1066,0
13380,location 400,1
14349,location 507,0
15563,location 995,2
10599,location 604,1
16556,location 206,1
4419,location 945,1
10653,location 802,1
8605,location 466,0
15425,location 1033,0
60,location 931,0
588,location 921,2
5088,location 522,0
13186,location 7,0
12476,location 248,0
4140,location 600,0
11765,location 821,1
7947,location 687,1
7984,location 752,0
10409,location 1015,0
15880,location 9,0
3756,location 853,1
18072,location 788,1
10520,location 1019,2
15756,location 1080,1
4106,location 724,2
6932,location 1014,0
14955,location 292,0
12088,location 684,2
7590,location 49,0
7773,location 496,0
4858,location 892,2
550,location 1031,0
7044,location 460,0
2686,location 274,0
13965,location 794,0
6204,location 508,0
3173,location 734,2
5387,location 821,2
5731,location 1019,0
279,location 400,0
14032,location 102,0
5268,location 584,0
12145,location 645,2
5991,location 931,0
14861,location 171,1
3446,location 100,0
12788,location 803,0
18136,location 114,1
8238,location 314,0
2845,location 962,2
6302,location 501,0
18405,location 837,1
10089,location 845,2
1865,location 763,1
14870,location 242,0
3291,location 734,2
6806,location 684,0
8888,location 419,1
3950,location 484,0
14916,location 998,1
12957,location 95,0
812,location 1024,0
12866,location 726,0
1040,location 122,0
6382,location 442,0
12195,location 252,0
5303,location 1061,1
12744,location 57,2
3695,location 1067,1
2942,location 485,0
8667,location 760,1
1764,location 345,0
6828,location 504,0
1030,location 692,1
13359,location 845,1
10251,location 282,0
5598,location 175,1
2774,location 1008,1
4278,location 653,1
8956,location 893,0
16458,location 278,0
7103,location 79,1
6405,location 938,0
4989,location 794,0
13607,location 459,0
7637,location 974,2
10317,location 478,0
14236,location 854,1
11937,location 139,0
5253,location 1056,1
957,location 921,0
2138,location 509,0
2137,location 600,2
17548,location 471,0
11156,location 79,1
507,location 895,0
9593,location 497,0
1977,location 184,0
18467,location 548,1
6443,location 995,1
8512,location 1058,1
16490,location 133,0
2594,location 1098,2
15555,location 1010,0
12013,location 484,0
7575,location 963,0
4425,location 126,0
11319,location 643,0
3375,location 100,0
8907,location 505,0
8021,location 619,2
9586,location 890,0
14831,location 504,0
15659,location 477,0
10953,location 504,0
12528,location 627,0
4979,location 1110,1
8917,location 808,0
17156,location 1042,0
12643,location 365,0
4442,location 491,0
11227,location 506,0
7800,location 290,0
112,location 963,0
6734,location 666,1
16755,location 475,0
11631,location 878,0
18126,location 1061,1
12385,location 1100,2
16345,location 613,1
10249,location 810,2
6810,location 255,0
1355,location 494,0
1048,location 996,1
323,location 763,1
11802,location 480,0
17016,location 891,0
3731,location 795,0
14354,location 446,1
13672,location 1095,1
6547,location 834,2
2695,location 909,0
16033,location 338,1
4305,location 91,0
9177,location 126,0
178,location 939,0
14884,location 13,1
4126,location 653,2
13373,location 760,1
16815,location 459,0
3917,location 661,0
1405,location 126,0
7558,location 684,2
5628,location 369,0
727,location 118,0
4218,location 618,1
206,location 805,0
8148,location 1,1
4650,location 95,0
12671,location 931,0
10931,location 763,1
3073,location 1121,1
6076,location 613,2
8407,location 153,0
9344,location 942,0
6886,location 562,0
14423,location 704,2
17880,location 521,0
4384,location 118,1
12294,location 641,2
2038,location 324,0
5291,location 803,0
4263,location 966,0
4731,location 834,0
6211,location 1100,2
7717,location 471,0
3221,location 5,0
1455,location 734,0
14433,location 1007,1
7153,location 638,0
3611,location 995,2
15751,location 964,0
16740,location 584,0
5556,location 821,1
1412,location 300,1
11606,location 853,1
5308,location 522,0
15272,location 1051,0
1899,location 1115,0
1555,location 1063,0
6641,location 373,0
12804,location 104,0
14088,location 836,0
17220,location 646,2
12907,location 300,1
17741,location 614,0
1120,location 1115,0
1425,location 944,0
902,location 763,1
6093,location 812,0
3742,location 960,1
3527,location 288,1
6470,location 892,0
1248,location 648,2
4122,location 565,2
17824,location 495,0
11940,location 311,1
8069,location 500,0
10782,location 727,0
17733,location 239,1
3612,location 488,0
4147,location 704,0
1351,location 103,0
11657,location 184,0
9091,location 821,0
1215,location 547,0
14496,location 161,0
12951,location 830,2
5385,location 244,0
15162,location 1045,1
8159,location 1017,1
2097,location 745,2
2235,location 584,0
11778,location 1107,2
4281,location 478,0
12950,location 826,0
12763,location 124,0
12047,location 324,1
9331,location 165,0
11299,location 584,0
4905,location 126,0
13854,location 367,0
2493,location 444,0
10609,location 714,0
6455,location 1112,0
256,location 1033,0
6253,location 1007,0
6311,location 705,2
5258,location 476,0
16223,location 226,0
15045,location 1099,1
16894,location 644,1
4353,location 150,0
8631,location 489,0
2450,location 894,0
7468,location 754,1
10362,location 251,0
7399,location 159,1
16109,location 358,0
9510,location 845,1
10861,location 141,0
10666,location 1018,0
16993,location 734,0
83,location 149,0
7045,location 524,0
9434,location 126,0
6235,location 638,0
15361,location 485,0
3981,location 404,1
3662,location 272,0
16614,location 778,0
10376,location 1107,2
3271,location 976,1
2975,location 978,0
75,location 481,0
2341,location 549,1
8385,location 894,1
8929,location 834,0
1499,location 398,0
12154,location 500,0
16805,location 1105,0
2637,location 950,0
18394,location 595,1
11670,location 995,2
17860,location 1112,0
12290,location 116,0
15957,location 485,0
355,location 846,0
11566,location 484,0
7797,location 1062,1
12906,location 337,1
17511,location 9,0
14447,location 1109,0
9247,location 181,0
10280,location 388,1
11978,location 381,0
18054,location 296,1
14034,location 707,0
17160,location 124,0
17058,location 9,0
8421,location 270,0
8634,location 467,0
3318,location 270,0
18379,location 691,0
2159,location 693,0
16228,location 363,0
14181,location 645,0
5436,location 763,0
17152,location 818,1
17566,location 892,0
1463,location 188,0
11487,location 92,0
3076,location 380,0
16229,location 738,1
2229,location 166,0
9007,location 1107,1
3059,location 200,0
10976,location 479,0
3129,location 1067,1
7955,location 707,1
11083,location 149,0
18317,location 172,0
17892,location 228,1
16527,location 122,0
12631,location 47,0
4582,location 802,0
8086,location 292,1
18248,location 475,0
16554,location 990,1
8167,location 325,1
2012,location 477,0
858,location 1083,0
2531,location 1088,0
17923,location 865,2
5426,location 16,1
8975,location 894,0
4030,location 186,0
437,location 655,0
6766,location 726,2
3097,location 821,2
10329,location 1019,0
1378,location 707,0
1517,location 426,0
5430,location 124,0
8687,location 459,0
13000,location 793,0
5862,location 491,0
5982,location 806,0
6683,location 120,0
6518,location 260,0
12191,location 714,1
12877,location 881,1
6384,location 1088,1
850,location 704,0
12827,location 286,1
7190,location 468,0
5156,location 977,0
2506,location 846,1
15746,location 152,0
3804,location 193,0
4171,location 466,0
14659,location 744,0
16958,location 369,1
2352,location 476,0
4324,location 810,0
7477,location 962,2
10981,location 1026,0
11286,location 1008,0
5720,location 906,0
11659,location 1075,1
6107,location 311,0
1395,location 963,0
18472,location 413,1
14230,location 995,1
406,location 13,2
5726,location 1046,2
12338,location 684,2
7414,location 640,1
6070,location 744,0
5079,location 763,1
5193,location 798,0
4924,location 95,0
14396,location 242,0
14946,location 839,1
15124,location 1107,1
11607,location 582,0
3442,location 809,0
7612,location 496,0
9712,location 269,0
7218,location 369,1
4629,location 1018,0
14081,location 427,0
14494,location 987,0
6545,location 802,0
17583,location 479,0
14829,location 122,0
18314,location 1067,1
1203,location 472,0
3713,location 972,1
9926,location 91,0
7665,location 1063,0
16788,location 141,0
1817,location 466,0
8763,location 948,1
16357,location 155,0
2892,location 120,1
18044,location 600,0
18357,location 707,0
9188,location 644,0
11325,location 649,1
17258,location 445,0
11297,location 603,0
9818,location 189,0
16781,location 1014,1
12318,location 1000,0
3331,location 100,0
5269,location 124,0
755,location 122,0
1309,location 1117,1
13229,location 1033,1
8916,location 309,1
4279,location 1018,0
16931,location 7,2
12973,location 270,0
16533,location 684,0
8040,location 675,1
12444,location 314,0
3800,location 600,0
4727,location 418,1
16347,location 831,0
4239,location 972,2
6383,location 798,2
18256,location 821,0
10477,location 1022,1
16798,location 450,0
8214,location 221,1
15329,location 957,0
9207,location 447,0
543,location 798,2
5807,location 135,0
14159,location 300,0
4208,location 466,0
2908,location 468,0
11899,location 1034,0
16061,location 302,0
8416,location 505,0
12911,location 244,0
8773,location 641,1
2151,location 305,0
5674,location 570,0
16412,location 242,0
2266,location 704,1
17214,location 93,0
5365,location 128,0
7419,location 494,0
12608,location 429,1
15906,location 637,0
8479,location 522,0
12787,location 283,1
3794,location 1047,0
9321,location 480,0
17461,location 745,1
6091,location 476,0
17352,location 897,0
1241,location 846,2
17614,location 738,2
7786,location 382,0
16593,location 1024,0
10497,location 724,1
16678,location 204,0
9176,location 756,0
18332,location 477,0
13600,location 1106,0
17467,location 339,0
11130,location 1026,0
132,location 1042,0
17348,location 692,1
9292,location 181,0
13105,location 846,2
845,location 995,2
7231,location 72,0
3802,location 409,1
7442,location 268,0
3496,location 481,1
14382,location 763,2
2816,location 469,0
5153,location 475,0
12218,location 266,0
2580,location 1026,0
7135,location 474,0
12741,location 13,1
17713,location 744,1
14591,location 760,0
10190,location 466,0
12860,location 22,1
18313,location 821,1
17323,location 745,1
787,location 897,2
3216,location 793,0
14340,location 355,0
18019,location 834,0
11291,location 1026,2
3064,location 102,0
6619,location 124,0
26,location 238,0
4970,location 794,0
14999,location 157,0
1947,location 1100,2
14686,location 30,2
16203,location 699,0
1103,location 896,0
11404,location 1042,2
12266,location 734,1
1770,location 1063,1
8425,location 1051,0
18397,location 603,0
17437,location 122,0
327,location 488,0
12649,location 434,1
15097,location 837,1
17506,location 875,1
7070,location 925,0
7087,location 74,0
8216,location 181,0
4350,location 704,0
16206,location 738,1
14908,location 600,0
8805,location 153,1
5803,location 763,2
7568,location 1042,0
8202,location 1049,1
18027,location 242,0
4084,location 1024,0
13745,location 897,1
9245,location 1072,0
248,location 122,0
16080,location 326,0
15768,location 944,0
1312,location 505,0
5277,location 414,1
15091,location 460,1
12716,location 460,1
8348,location 756,0
204,location 505,0
13791,location 518,0
10990,location 834,2
5637,location 798,2
15068,location 478,0
486,location 821,0
12348,location 471,0
13992,location 298,1
13389,location 33,0
13764,location 126,0
12513,location 972,1
13333,location 735,0
9705,location 126,0
9798,location 734,0
8038,location 76,1
6650,location 318,0
3533,location 902,0
7781,location 893,2
4151,location 1008,0
731,location 118,0
15330,location 782,0
13274,location 957,0
12411,location 1095,1
13338,location 856,1
2735,location 760,0
263,location 1107,2
12228,location 808,0
1479,location 602,0
7323,location 135,0
4670,location 1063,0
583,location 639,1
3978,location 836,0
16563,location 885,0
8559,location 846,1
15847,location 439,0
7331,location 584,0
3098,location 793,0
8188,location 371,0
3243,location 696,1
13261,location 198,0
15982,location 485,0
14611,location 777,2
5018,location 627,1
1937,location 128,0
3992,location 378,0
9155,location 808,0
12913,location 897,0
9733,location 1075,2
12803,location 846,1
18480,location 485,0
873,location 655,1
11392,location 270,0
3455,location 662,1
13953,location 92,0
11600,location 651,1
15146,location 806,0
6548,location 17,0
17857,location 504,0
6052,location 193,0
5795,location 244,0
4354,location 480,0
6286,location 325,0
15971,location 126,0
7145,location 466,0
11716,location 311,0
409,location 808,0
3208,location 797,1
17444,location 348,0
17446,location 4,1
18222,location 613,2
11707,location 641,1
11580,location 948,0
8615,location 474,0
7818,location 1010,0
8617,location 821,0
15903,location 465,0
17094,location 334,0
11690,location 696,1
975,location 836,0
14266,location 320,0
1579,location 793,0
5601,location 318,0
4700,location 962,2
818,location 821,0
8241,location 163,1
13065,location 1018,0
8858,location 1058,1
7831,location 921,1
8574,location 378,0
14226,location 466,0
8013,location 479,0
4371,location 298,1
17637,location 547,1
14845,location 106,0
6592,location 89,0
10322,location 124,0
8284,location 763,1
1373,location 962,2
3481,location 806,0
6982,location 1112,0
9417,location 518,0
8471,location 196,0
11061,location 1024,0
2899,location 494,0
12697,location 708,0
221,location 704,0
10235,location 190,0
403,location 899,0
7966,location 177,1
15118,location 603,1
12635,location 925,0
247,location 845,2
1855,location 662,1
1094,location 448,0
4853,location 851,0
13957,location 603,0
17250,location 1097,0
350,location 1024,0
10024,location 91,0
13875,location 460,0
1576,location 95,0
12276,location 1008,1
4846,location 849,0
12179,location 700,1
4118,location 1075,2
5854,location 124,0
17399,location 479,0
2135,location 867,2
6312,location 488,0
8578,location 169,1
1223,location 314,1
8168,location 1102,0
10333,location 740,0
8970,location 89,1
17485,location 282,0
7425,location 124,0
11660,location 615,0
9853,location 1025,0
290,location 892,2
906,location 1120,0
3022,location 497,0
4873,location 378,0
11414,location 380,0
90,location 1111,1
5673,location 798,0
1090,location 246,1
18462,location 15,0
4931,location 441,1
17334,location 124,0
17559,location 353,1
16611,location 1049,0
10874,location 995,2
17495,location 995,2
2815,location 459,0
9685,location 600,2
954,location 618,0
13786,location 615,0
18503,location 123,0
6330,location 460,1
14703,location 693,1
9454,location 157,0
2947,location 505,0
17662,location 322,1
9736,location 950,0
5728,location 734,0
5063,location 826,1
6113,location 805,0
11961,location 734,0
11270,location 416,0
17431,location 655,0
7076,location 1026,0
17504,location 311,0
14676,location 735,0
8633,location 774,2
9195,location 899,1
14787,location 932,0
12063,location 9,0
1513,location 613,2
12264,location 942,0
1116,location 470,0
14330,location 256,0
3175,location 400,0
15283,location 950,1
5010,location 520,0
12502,location 995,2
11258,location 380,0
17996,location 814,0
8926,location 600,0
7454,location 210,0
11190,location 459,0
12903,location 472,0
16050,location 472,0
11373,location 175,1
12112,location 1019,0
10774,location 89,1
8879,location 155,0
3167,location 856,1
8294,location 1107,0
2546,location 901,0
12953,location 704,0
11844,location 503,0
10729,location 976,2
4946,location 215,1
16620,location 744,1
13537,location 938,0
6168,location 924,0
14026,location 172,1
10698,location 607,0
5378,location 292,0
5,location 460,0
14891,location 541,1
6981,location 86,2
1724,location 534,0
1657,location 496,0
8582,location 807,1
1540,location 1084,1
5901,location 1054,0
4475,location 365,1
3258,location 989,2
12926,location 648,2
10488,location 124,0
2398,location 126,0
13671,location 529,0
7870,location 298,0
17269,location 734,2
4399,location 95,0
5000,location 7,0
15637,location 493,0
3190,location 929,0
4335,location 917,1
18231,location 90,0
15934,location 803,0
14497,location 280,0
1352,location 618,1
17013,location 466,0
6556,location 471,0
7683,location 501,0
16627,location 976,2
1177,location 704,2
8506,location 1061,1
14603,location 1075,2
10191,location 892,1
15972,location 242,0
12244,location 1062,0
1019,location 464,0
6029,location 756,0
16873,location 995,2
16845,location 1052,1
15837,location 169,0
17772,location 257,1
17763,location 183,0
16444,location 481,2
14572,location 998,1
15632,location 181,1
14160,location 91,0
257,location 1099,0
14539,location 854,0
14559,location 118,0
12472,location 107,0
14370,location 1075,0
11421,location 885,1
12378,location 794,0
17558,location 419,0
4583,location 1052,0
7316,location 886,0
8817,location 798,0
13353,location 1026,0
5804,location 671,0
16679,location 830,1
13546,location 395,1
1810,location 102,0
5707,location 921,2
6258,location 735,0
12384,location 14,0
1910,location 403,1
4658,location 1019,0
3499,location 849,0
7306,location 149,0
29,location 505,0
8126,location 633,0
6284,location 714,1
2842,location 1030,0
9782,location 1024,0
5438,location 475,0
4692,location 375,0
9458,location 242,0
7700,location 126,0
8904,location 244,0
7594,location 1086,2
5488,location 816,1
5753,location 639,0
8108,location 114,0
3711,location 378,0
13717,location 796,1
17678,location 488,0
1828,location 664,0
13212,location 769,2
14622,location 480,0
16069,location 161,0
8476,location 632,0
6629,location 1100,1
7084,location 845,1
212,location 665,0
10456,location 1050,0
16547,location 373,0
1402,location 214,0
9758,location 798,2
12232,location 1052,2
12016,location 480,0
9170,location 467,0
12985,location 533,0
259,location 282,0
1709,location 1081,0
12936,location 894,1
7752,location 944,1
9303,location 931,2
15461,location 769,0
15786,location 44,0
13366,location 415,1
13067,location 1011,2
2641,location 481,0
7632,location 808,0
15645,location 706,1
9278,location 95,0
5961,location 1008,2
1005,location 1118,0
3927,location 834,2
17822,location 625,1
1777,location 506,0
1529,location 714,1
1236,location 948,1
9708,location 344,0
12431,location 471,0
16255,location 1075,1
17033,location 1025,1
4512,location 878,0
2743,location 1101,0
4064,location 147,1
7182,location 126,0
3880,location 972,0
14465,location 365,0
2748,location 206,1
4844,location 380,0
11338,location 6,1
9865,location 380,0
13547,location 921,2
18234,location 414,1
14006,location 917,2
8627,location 599,1
14012,location 466,0
18375,location 471,0
3285,location 600,2
11817,location 984,2
4155,location 466,0
1751,location 857,1
17699,location 814,0
16393,location 91,0
5732,location 1075,1
2907,location 2,1
3394,location 124,0
16998,location 1031,1
18416,location 1109,2
17803,location 613,1
17581,location 1019,2
2147,location 976,2
13444,location 649,0
4560,location 367,1
15111,location 925,2
13718,location 798,2
2199,location 161,0
11969,location 1082,0
15567,location 924,0
18207,location 8,1
15438,location 814,0
2792,location 619,0
11912,location 1049,0
10010,location 520,0
11012,location 1107,2
3370,location 1052,2
4056,location 961,1
12495,location 1019,0
10154,location 350,1
9843,location 133,0
9796,location 842,0
18118,location 760,0
18414,location 1099,0
7008,location 962,2
16423,location 885,1
13850,location 1054,0
3515,location 266,0
3113,location 1010,0
15323,location 1100,1
14093,location 395,0
4491,location 793,0
6128,location 891,0
4738,location 1033,1
3198,location 756,0
8699,location 149,0
341,location 122,0
3554,location 924,2
14832,location 963,0
11706,location 984,0
12216,location 102,0
657,location 895,1
11100,location 1008,1
13391,location 1019,2
4119,location 898,0
1389,location 87,1
10232,location 283,0
10113,location 469,0
8525,location 704,1
18143,location 465,0
5248,location 852,1
4764,location 509,0
9076,location 821,2
8106,location 1008,2
4694,location 759,0
9795,location 479,0
9386,location 2,0
3290,location 931,0
18385,location 294,0
519,location 122,0
7185,location 734,0
2465,location 1052,2
111,location 491,0
5591,location 706,1
3319,location 1055,0
7138,location 363,0
15978,location 475,0
2992,location 102,1
6210,location 471,0
17970,location 195,0
5242,location 468,0
4806,location 809,0
9884,location 779,2
16303,location 7,2
3011,location 601,1
3558,location 137,0
4949,location 613,1
827,location 167,0
17650,location 1033,1
17527,location 675,1
4377,location 230,0
2355,location 877,1
6175,location 816,0
18309,location 613,1
15389,location 181,0
12684,location 120,1
11976,location 1013,0
8452,location 823,1
14598,location 7,0
901,location 684,0
12074,location 734,0
6426,location 8,0
10297,location 956,2
16145,location 1061,2
1746,location 821,2
12450,location 763,0
16693,location 723,0
18538,location 1106,1
4482,location 483,0
13003,location 599,0
17757,location 984,1
13496,location 1071,0
5414,location 128,0
9557,location 1077,0
5216,location 476,0
18360,location 846,0
16207,location 249,1
15688,location 744,1
10242,location 480,0
1739,location 365,1
11928,location 1011,1
4115,location 471,0
2575,location 165,1
11381,location 501,0
6737,location 822,0
6406,location 808,0
11311,location 810,2
8447,location 16,0
16697,location 678,1
10964,location 118,0
13675,location 314,0
7095,location 353,0
9418,location 264,1
16949,location 1,0
17438,location 653,2
7046,location 798,1
7651,location 120,0
2190,location 734,2
10144,location 793,0
17685,location 638,1
17109,location 565,0
6239,location 356,1
8128,location 1076,1
4446,location 455,0
13889,location 894,0
14688,location 450,0
17585,location 734,2
8867,location 328,0
12590,location 1019,2
16785,location 699,1
8911,location 415,1
9346,location 245,0
6241,location 1052,0
11719,location 476,0
9663,location 834,1
8551,location 837,0
14928,location 931,0
15060,location 803,1
4587,location 879,0
6846,location 976,1
14207,location 1053,1
15709,location 378,0
4751,location 242,0
7527,location 714,0
2028,location 645,0
14721,location 155,0
14727,location 91,0
12602,location 945,0
17850,location 802,0
9565,location 471,0
1941,location 808,0
1980,location 641,1
14385,location 814,0
17888,location 171,0
8668,location 767,0
10416,location 135,0
217,location 13,1
16794,location 651,0
16467,location 468,0
16492,location 1095,0
16097,location 1,0
924,location 734,2
2136,location 600,0
11302,location 909,0
4589,location 126,0
15142,location 442,0
7639,location 1069,1
15324,location 823,0
16133,location 758,1
5032,location 1015,1
17830,location 102,0
1789,location 103,0
3381,location 370,0
1398,location 941,0
13626,location 155,0
16934,location 643,0
2314,location 767,1
11067,location 149,0
15365,location 224,0
10459,location 976,1
8114,location 999,0
15955,location 885,0
2114,location 821,1
17724,location 1019,0
15704,location 962,0
6906,location 527,0
12750,location 1107,2
4075,location 149,0
6986,location 1100,2
7868,location 655,0
2372,location 831,1
6085,location 834,1
5557,location 903,0
1656,location 465,0
17670,location 826,1
11518,location 756,1
31,location 457,0
1031,location 763,1
9752,location 995,2
809,location 204,1
3640,location 1026,0
2923,location 994,0
18016,location 600,2
7042,location 240,1
15825,location 931,0
2258,location 767,1
14403,location 914,1
11011,location 478,0
4973,location 1100,2
17624,location 448,0
12599,location 638,0
11093,location 1100,2
9267,location 500,0
12200,location 892,2
5964,location 709,0
4136,location 845,0
17061,location 822,0
15676,location 102,0
8054,location 472,0
315,location 909,1
3570,location 175,0
7377,location 1068,0
15309,location 211,1
1874,location 314,1
7071,location 180,0
3152,location 653,2
15697,location 823,0
2425,location 1008,1
2729,location 157,0
7506,location 795,0
15998,location 899,0
15256,location 1052,0
1446,location 236,0
7240,location 704,0
13348,location 817,0
5636,location 489,0
4881,location 1086,1
7904,location 684,0
8123,location 476,0
6794,location 1050,1
190,location 478,0
17307,location 118,0
4066,location 945,0
16510,location 958,0
10551,location 786,0
17638,location 242,0
3669,location 272,0
14654,location 684,1
4607,location 441,0
2614,location 885,0
15280,location 99,0
10722,location 808,0
14768,location 1111,1
3334,location 493,0
16453,location 457,0
5333,location 1067,0
13488,location 93,1
10625,location 881,0
8454,location 644,0
15072,location 1019,1
14454,location 490,0
16540,location 710,0
11863,location 760,1
16088,location 653,1
4685,location 653,0
12644,location 744,0
10984,location 584,0
10791,location 472,0
18506,location 845,0
10847,location 244,0
8675,location 474,0
11864,location 124,0
15273,location 704,0
5745,location 242,0
1255,location 1042,1
13027,location 298,0
3164,location 1031,0
5397,location 758,0
13706,location 369,0
4178,location 962,0
12454,location 1107,1
177,location 124,0
8162,location 856,1
13041,location 768,0
6385,location 1111,1
1816,location 1083,1
2660,location 824,1
18413,location 1002,0
14583,location 1086,1
6926,location 682,0
