id,resource_type
13779,resource_type 2
13780,resource_type 8
13781,resource_type 8
13781,resource_type 8
13782,resource_type 2
13783,resource_type 8
13784,resource_type 8
13785,resource_type 2
13786,resource_type 2
13786,resource_type 8
13787,resource_type 8
13788,resource_type 8
13789,resource_type 2
13790,resource_type 2
13791,resource_type 2
13792,resource_type 2
13792,resource_type 8
13793,resource_type 8
13794,resource_type 8
13795,resource_type 8
13796,resource_type 8
13797,resource_type 2
13798,resource_type 8
13799,resource_type 2
13799,resource_type 8
13800,resource_type 8
13800,resource_type 8
13801,resource_type 2
13802,resource_type 2
13803,resource_type 8
13804,resource_type 8
13805,resource_type 8
13806,resource_type 8
13807,resource_type 2
13808,resource_type 8
13809,resource_type 2
13810,resource_type 8
13811,resource_type 8
13812,resource_type 8
13813,resource_type 8
13814,resource_type 8
13815,resource_type 8
13816,resource_type 3
13817,resource_type 2
13818,resource_type 2
13819,resource_type 8
13820,resource_type 8
13821,resource_type 2
13822,resource_type 8
13823,resource_type 8
13824,resource_type 8
13825,resource_type 8
13826,resource_type 2
13826,resource_type 2
13827,resource_type 2
13828,resource_type 8
13829,resource_type 2
13829,resource_type 2
13830,resource_type 2
13831,resource_type 2
13832,resource_type 8
13833,resource_type 6
13833,resource_type 8
13834,resource_type 2
13835,resource_type 2
13836,resource_type 2
13837,resource_type 2
13838,resource_type 8
13839,resource_type 8
13839,resource_type 8
13840,resource_type 8
13841,resource_type 2
13842,resource_type 8
13842,resource_type 2
13843,resource_type 8
13843,resource_type 8
13844,resource_type 2
13845,resource_type 2
13845,resource_type 8
13846,resource_type 2
13847,resource_type 2
13848,resource_type 2
13849,resource_type 8
13850,resource_type 8
13851,resource_type 2
13852,resource_type 2
13853,resource_type 2
13854,resource_type 2
13855,resource_type 9
13855,resource_type 8
13856,resource_type 8
13857,resource_type 2
13858,resource_type 2
13859,resource_type 8
13860,resource_type 8
13861,resource_type 8
13862,resource_type 4
13862,resource_type 8
13863,resource_type 8
13863,resource_type 7
13863,resource_type 4
13864,resource_type 8
13865,resource_type 8
13865,resource_type 8
13866,resource_type 2
13867,resource_type 2
13868,resource_type 8
13869,resource_type 8
13870,resource_type 8
13871,resource_type 2
13872,resource_type 8
13873,resource_type 8
13874,resource_type 8
13875,resource_type 2
13876,resource_type 2
13877,resource_type 2
13878,resource_type 2
13879,resource_type 8
13880,resource_type 8
13880,resource_type 6
13881,resource_type 8
13881,resource_type 8
13882,resource_type 8
13883,resource_type 8
13884,resource_type 8
13885,resource_type 2
13885,resource_type 8
13886,resource_type 2
13887,resource_type 2
13888,resource_type 8
13889,resource_type 2
13890,resource_type 8
13891,resource_type 2
13892,resource_type 2
13893,resource_type 2
13894,resource_type 7
13894,resource_type 8
13895,resource_type 2
13896,resource_type 8
13897,resource_type 8
13898,resource_type 2
13899,resource_type 8
13900,resource_type 8
13901,resource_type 8
13902,resource_type 2
13903,resource_type 8
13904,resource_type 8
13905,resource_type 2
13906,resource_type 8
13907,resource_type 8
13908,resource_type 8
13909,resource_type 2
13910,resource_type 2
13911,resource_type 8
13912,resource_type 8
13913,resource_type 8
13914,resource_type 8
13915,resource_type 8
13916,resource_type 8
13917,resource_type 8
13918,resource_type 2
13919,resource_type 8
13920,resource_type 8
13921,resource_type 2
13922,resource_type 8
13922,resource_type 2
13923,resource_type 8
13924,resource_type 2
13925,resource_type 8
13925,resource_type 8
13926,resource_type 8
13927,resource_type 2
13928,resource_type 8
13929,resource_type 8
13929,resource_type 7
13929,resource_type 6
13930,resource_type 8
13931,resource_type 8
13932,resource_type 2
13932,resource_type 8
13933,resource_type 2
13934,resource_type 8
13935,resource_type 8
13935,resource_type 8
13936,resource_type 10
13936,resource_type 6
13936,resource_type 8
13937,resource_type 8
13938,resource_type 4
13938,resource_type 2
13938,resource_type 8
13939,resource_type 8
13939,resource_type 8
13940,resource_type 8
13941,resource_type 2
13942,resource_type 2
13943,resource_type 2
13944,resource_type 2
13944,resource_type 3
13945,resource_type 4
13945,resource_type 2
13945,resource_type 7
13945,resource_type 4
13945,resource_type 2
13945,resource_type 7
13946,resource_type 8
13947,resource_type 2
13948,resource_type 8
13949,resource_type 8
13950,resource_type 2
13951,resource_type 8
13952,resource_type 2
13952,resource_type 8
13953,resource_type 2
13953,resource_type 2
13954,resource_type 8
13954,resource_type 8
13955,resource_type 8
13956,resource_type 8
13956,resource_type 8
13957,resource_type 2
13957,resource_type 8
13958,resource_type 2
13959,resource_type 8
13960,resource_type 8
13961,resource_type 8
13962,resource_type 8
13963,resource_type 2
13964,resource_type 8
13965,resource_type 8
13965,resource_type 4
13966,resource_type 2
13967,resource_type 2
13968,resource_type 8
13969,resource_type 2
13970,resource_type 8
13971,resource_type 2
13972,resource_type 8
13973,resource_type 2
13974,resource_type 2
13974,resource_type 6
13974,resource_type 8
13975,resource_type 8
13976,resource_type 2
13976,resource_type 2
13977,resource_type 2
13978,resource_type 2
13979,resource_type 3
13979,resource_type 9
13980,resource_type 2
13981,resource_type 2
13982,resource_type 2
13983,resource_type 2
13984,resource_type 8
13985,resource_type 2
13986,resource_type 8
13987,resource_type 2
13988,resource_type 8
13989,resource_type 2
13990,resource_type 2
13991,resource_type 8
13991,resource_type 8
13992,resource_type 2
13993,resource_type 2
13994,resource_type 2
13995,resource_type 8
13996,resource_type 8
13996,resource_type 2
13997,resource_type 8
13998,resource_type 8
13999,resource_type 8
14000,resource_type 2
14001,resource_type 8
14002,resource_type 8
14003,resource_type 2
14004,resource_type 8
14005,resource_type 2
14006,resource_type 8
14006,resource_type 8
14007,resource_type 2
14008,resource_type 8
14009,resource_type 2
14010,resource_type 6
14010,resource_type 8
14011,resource_type 8
14011,resource_type 8
14012,resource_type 2
14013,resource_type 8
14014,resource_type 8
14014,resource_type 7
14015,resource_type 8
14015,resource_type 2
14016,resource_type 8
14017,resource_type 8
14018,resource_type 8
14018,resource_type 8
14019,resource_type 8
14019,resource_type 7
14020,resource_type 8
14021,resource_type 8
14022,resource_type 2
14023,resource_type 2
14024,resource_type 2
14025,resource_type 8
14025,resource_type 2
14025,resource_type 8
14025,resource_type 2
14026,resource_type 2
14027,resource_type 8
14027,resource_type 8
14028,resource_type 8
14029,resource_type 8
14030,resource_type 8
14031,resource_type 2
14032,resource_type 2
14033,resource_type 8
14033,resource_type 7
14034,resource_type 9
14034,resource_type 8
14035,resource_type 8
14036,resource_type 2
14037,resource_type 8
14037,resource_type 4
14037,resource_type 6
14038,resource_type 2
14038,resource_type 2
14039,resource_type 8
14040,resource_type 2
14041,resource_type 6
14041,resource_type 8
14042,resource_type 8
14043,resource_type 2
14044,resource_type 8
14044,resource_type 8
14045,resource_type 8
14046,resource_type 2
14046,resource_type 8
14047,resource_type 8
14048,resource_type 8
14048,resource_type 8
14049,resource_type 2
14050,resource_type 8
14051,resource_type 8
14051,resource_type 8
14052,resource_type 2
14053,resource_type 8
14054,resource_type 2
14055,resource_type 2
14056,resource_type 2
14057,resource_type 8
14058,resource_type 2
14059,resource_type 2
14059,resource_type 2
14060,resource_type 2
14061,resource_type 8
14062,resource_type 2
14063,resource_type 2
14064,resource_type 2
14065,resource_type 2
14066,resource_type 2
14067,resource_type 2
14067,resource_type 2
14068,resource_type 8
14069,resource_type 2
14069,resource_type 8
14070,resource_type 9
14070,resource_type 9
14071,resource_type 2
14072,resource_type 8
14073,resource_type 2
14074,resource_type 8
14075,resource_type 2
14076,resource_type 8
14077,resource_type 8
14078,resource_type 2
14079,resource_type 2
14080,resource_type 2
14080,resource_type 2
14081,resource_type 2
14082,resource_type 8
14082,resource_type 8
14083,resource_type 2
14084,resource_type 2
14085,resource_type 8
14086,resource_type 2
14087,resource_type 8
14088,resource_type 8
14089,resource_type 8
14090,resource_type 8
14091,resource_type 8
14092,resource_type 8
14093,resource_type 2
14094,resource_type 2
14095,resource_type 2
14096,resource_type 8
14097,resource_type 2
14098,resource_type 2
14099,resource_type 2
14100,resource_type 8
14101,resource_type 2
14101,resource_type 8
14102,resource_type 2
14103,resource_type 2
14104,resource_type 2
14105,resource_type 8
14106,resource_type 2
14107,resource_type 2
14108,resource_type 8
14109,resource_type 8
14110,resource_type 8
14111,resource_type 8
14112,resource_type 8
14113,resource_type 8
14113,resource_type 2
14113,resource_type 7
14113,resource_type 8
14113,resource_type 2
14113,resource_type 7
14114,resource_type 8
14115,resource_type 8
14116,resource_type 2
14117,resource_type 2
14117,resource_type 8
14118,resource_type 2
14119,resource_type 8
14119,resource_type 2
14120,resource_type 3
14120,resource_type 9
14121,resource_type 2
14122,resource_type 2
14123,resource_type 2
14124,resource_type 8
14125,resource_type 8
14126,resource_type 2
14127,resource_type 8
14127,resource_type 2
14128,resource_type 6
14128,resource_type 8
14129,resource_type 2
14130,resource_type 3
14130,resource_type 9
14131,resource_type 8
14132,resource_type 2
14133,resource_type 2
14133,resource_type 8
14134,resource_type 8
14135,resource_type 8
14136,resource_type 2
14137,resource_type 2
14138,resource_type 8
14139,resource_type 8
14140,resource_type 8
14141,resource_type 8
14142,resource_type 2
14143,resource_type 2
14144,resource_type 2
14145,resource_type 8
14146,resource_type 8
14147,resource_type 8
14148,resource_type 8
14148,resource_type 8
14149,resource_type 8
14150,resource_type 8
14151,resource_type 8
14152,resource_type 8
14152,resource_type 7
14153,resource_type 2
14154,resource_type 8
14155,resource_type 2
14156,resource_type 2
14157,resource_type 2
14157,resource_type 8
14158,resource_type 7
14158,resource_type 8
14159,resource_type 2
14160,resource_type 2
14161,resource_type 2
14162,resource_type 2
14163,resource_type 2
14164,resource_type 2
14165,resource_type 2
14165,resource_type 4
14165,resource_type 7
14165,resource_type 2
14165,resource_type 4
14165,resource_type 7
14166,resource_type 8
14167,resource_type 2
14168,resource_type 2
14169,resource_type 8
14170,resource_type 8
14171,resource_type 8
14172,resource_type 2
14173,resource_type 2
14174,resource_type 2
14175,resource_type 8
14175,resource_type 2
14176,resource_type 2
14177,resource_type 2
14178,resource_type 8
14179,resource_type 8
14180,resource_type 2
14181,resource_type 2
14182,resource_type 8
14183,resource_type 2
14184,resource_type 2
14185,resource_type 2
14186,resource_type 8
14187,resource_type 8
14188,resource_type 8
14188,resource_type 2
14189,resource_type 6
14189,resource_type 8
14190,resource_type 8
14191,resource_type 8
14192,resource_type 8
14193,resource_type 2
14194,resource_type 8
14194,resource_type 8
14195,resource_type 2
14196,resource_type 8
14197,resource_type 8
14198,resource_type 8
14198,resource_type 8
14199,resource_type 2
14200,resource_type 8
14201,resource_type 8
14202,resource_type 2
14203,resource_type 8
14204,resource_type 2
14205,resource_type 2
14206,resource_type 8
14206,resource_type 8
14207,resource_type 8
14208,resource_type 2
14209,resource_type 8
14210,resource_type 2
14211,resource_type 2
14212,resource_type 8
14213,resource_type 8
14213,resource_type 8
14214,resource_type 8
14214,resource_type 4
14215,resource_type 8
14216,resource_type 2
14217,resource_type 8
14218,resource_type 8
14218,resource_type 8
14219,resource_type 2
14220,resource_type 8
14221,resource_type 2
14221,resource_type 2
14222,resource_type 2
14223,resource_type 4
14223,resource_type 8
14224,resource_type 8
14225,resource_type 2
14226,resource_type 2
14227,resource_type 2
14228,resource_type 8
14229,resource_type 8
14230,resource_type 8
14230,resource_type 8
14231,resource_type 2
14232,resource_type 8
14233,resource_type 8
14234,resource_type 2
14235,resource_type 2
14236,resource_type 8
14237,resource_type 2
14237,resource_type 2
14238,resource_type 8
14239,resource_type 8
14240,resource_type 8
14240,resource_type 8
14241,resource_type 8
14242,resource_type 8
14243,resource_type 8
14243,resource_type 2
14244,resource_type 8
14244,resource_type 2
14245,resource_type 2
14246,resource_type 2
14247,resource_type 8
14248,resource_type 8
14249,resource_type 8
14250,resource_type 2
14251,resource_type 2
14251,resource_type 2
14252,resource_type 8
14253,resource_type 8
14254,resource_type 4
14254,resource_type 8
14255,resource_type 8
14256,resource_type 8
14257,resource_type 2
14258,resource_type 8
14259,resource_type 2
14260,resource_type 2
14261,resource_type 8
14262,resource_type 2
14263,resource_type 2
14264,resource_type 8
14265,resource_type 8
14265,resource_type 8
14266,resource_type 2
14266,resource_type 8
14267,resource_type 8
14268,resource_type 2
14269,resource_type 8
14270,resource_type 2
14271,resource_type 2
14272,resource_type 2
14272,resource_type 8
14273,resource_type 2
14274,resource_type 7
14274,resource_type 2
14274,resource_type 8
14275,resource_type 8
14276,resource_type 8
14277,resource_type 8
14278,resource_type 2
14279,resource_type 8
14280,resource_type 8
14280,resource_type 4
14280,resource_type 7
14280,resource_type 2
14281,resource_type 8
14282,resource_type 2
14283,resource_type 2
14283,resource_type 2
14284,resource_type 2
14285,resource_type 8
14286,resource_type 8
14287,resource_type 2
14288,resource_type 2
14289,resource_type 8
14290,resource_type 2
14291,resource_type 2
14292,resource_type 8
14293,resource_type 2
14294,resource_type 2
14295,resource_type 2
14296,resource_type 2
14297,resource_type 8
14298,resource_type 2
14299,resource_type 2
14300,resource_type 8
14301,resource_type 8
14301,resource_type 2
14302,resource_type 2
14303,resource_type 8
14304,resource_type 2
14305,resource_type 2
14306,resource_type 8
14307,resource_type 7
14308,resource_type 8
14309,resource_type 2
14310,resource_type 2
14311,resource_type 4
14311,resource_type 7
14311,resource_type 8
14311,resource_type 2
14312,resource_type 8
14313,resource_type 2
14314,resource_type 2
14315,resource_type 8
14316,resource_type 2
14317,resource_type 2
14318,resource_type 8
14319,resource_type 2
14320,resource_type 8
14321,resource_type 2
14322,resource_type 2
14323,resource_type 2
14324,resource_type 8
14325,resource_type 2
14326,resource_type 8
14327,resource_type 8
14328,resource_type 8
14329,resource_type 2
14330,resource_type 2
14331,resource_type 8
14332,resource_type 2
14333,resource_type 8
14333,resource_type 2
14334,resource_type 8
14334,resource_type 2
14334,resource_type 7
14335,resource_type 8
14336,resource_type 8
14337,resource_type 2
14338,resource_type 2
14339,resource_type 2
14340,resource_type 2
14341,resource_type 2
14341,resource_type 2
14342,resource_type 8
14342,resource_type 2
14342,resource_type 8
14342,resource_type 2
14343,resource_type 8
14344,resource_type 8
14345,resource_type 2
14346,resource_type 2
14346,resource_type 8
14347,resource_type 2
14348,resource_type 2
14349,resource_type 2
14350,resource_type 8
14350,resource_type 2
14351,resource_type 2
14351,resource_type 2
14352,resource_type 2
14353,resource_type 8
14354,resource_type 2
14355,resource_type 8
14356,resource_type 8
14357,resource_type 2
14358,resource_type 2
14359,resource_type 2
14360,resource_type 8
14361,resource_type 8
14362,resource_type 8
14363,resource_type 2
14364,resource_type 2
14365,resource_type 2
14366,resource_type 2
14367,resource_type 8
14368,resource_type 8
14369,resource_type 2
14369,resource_type 2
14370,resource_type 8
14371,resource_type 2
14372,resource_type 2
14373,resource_type 8
14374,resource_type 7
14375,resource_type 2
14376,resource_type 8
14377,resource_type 8
14378,resource_type 8
14379,resource_type 2
14380,resource_type 2
14381,resource_type 8
14382,resource_type 8
14383,resource_type 2
14384,resource_type 8
14385,resource_type 8
14386,resource_type 2
14387,resource_type 2
14387,resource_type 2
14388,resource_type 8
14388,resource_type 2
14389,resource_type 2
14390,resource_type 8
14391,resource_type 8
14392,resource_type 2
14392,resource_type 2
14393,resource_type 2
14394,resource_type 2
14395,resource_type 2
14396,resource_type 2
14397,resource_type 2
14398,resource_type 2
14399,resource_type 8
14399,resource_type 8
14400,resource_type 8
14401,resource_type 2
14402,resource_type 8
14403,resource_type 7
14403,resource_type 8
14403,resource_type 7
14403,resource_type 8
14404,resource_type 2
14405,resource_type 8
14406,resource_type 7
14406,resource_type 8
14406,resource_type 6
14407,resource_type 2
14408,resource_type 8
14409,resource_type 8
14410,resource_type 8
14411,resource_type 8
14411,resource_type 2
14412,resource_type 8
14413,resource_type 2
14414,resource_type 8
14414,resource_type 2
14415,resource_type 10
14415,resource_type 6
14415,resource_type 8
14416,resource_type 2
14416,resource_type 8
14417,resource_type 2
14418,resource_type 8
14418,resource_type 2
14418,resource_type 8
14418,resource_type 2
14419,resource_type 2
14420,resource_type 8
14420,resource_type 8
14421,resource_type 2
14422,resource_type 8
14423,resource_type 8
14424,resource_type 2
14425,resource_type 8
14426,resource_type 8
14427,resource_type 8
14428,resource_type 2
14429,resource_type 2
14430,resource_type 2
14431,resource_type 2
14432,resource_type 2
14433,resource_type 8
14434,resource_type 2
14435,resource_type 8
14436,resource_type 2
14437,resource_type 2
14438,resource_type 8
14438,resource_type 2
14439,resource_type 8
14440,resource_type 8
14441,resource_type 6
14441,resource_type 8
14442,resource_type 2
14443,resource_type 8
14444,resource_type 2
14445,resource_type 8
14446,resource_type 2
14447,resource_type 8
14448,resource_type 3
14448,resource_type 9
14449,resource_type 8
14450,resource_type 2
14451,resource_type 2
14451,resource_type 8
14452,resource_type 2
14453,resource_type 2
14454,resource_type 2
14455,resource_type 8
14456,resource_type 8
14457,resource_type 2
14458,resource_type 8
14459,resource_type 2
14460,resource_type 8
14461,resource_type 8
14462,resource_type 8
14463,resource_type 8
14464,resource_type 8
14465,resource_type 2
14466,resource_type 8
14467,resource_type 8
14468,resource_type 2
14469,resource_type 8
14470,resource_type 8
14470,resource_type 8
14471,resource_type 2
14472,resource_type 6
14472,resource_type 8
14473,resource_type 8
14474,resource_type 8
14474,resource_type 6
14475,resource_type 8
14476,resource_type 2
14477,resource_type 2
14478,resource_type 2
14479,resource_type 8
14479,resource_type 8
14480,resource_type 2
14481,resource_type 2
14482,resource_type 8
14483,resource_type 8
14484,resource_type 8
14485,resource_type 2
14485,resource_type 8
14486,resource_type 2
14487,resource_type 8
14488,resource_type 8
14489,resource_type 7
14490,resource_type 8
14491,resource_type 2
14492,resource_type 8
14493,resource_type 8
14493,resource_type 8
14494,resource_type 2
14494,resource_type 2
14495,resource_type 9
14495,resource_type 8
14496,resource_type 2
14497,resource_type 2
14498,resource_type 2
14499,resource_type 8
14500,resource_type 8
14500,resource_type 8
14501,resource_type 2
14502,resource_type 8
14503,resource_type 2
14504,resource_type 2
14505,resource_type 2
14506,resource_type 8
14507,resource_type 2
14508,resource_type 2
14509,resource_type 2
14510,resource_type 6
14510,resource_type 8
14510,resource_type 4
14510,resource_type 7
14510,resource_type 6
14510,resource_type 8
14510,resource_type 4
14510,resource_type 7
14511,resource_type 2
14512,resource_type 8
14513,resource_type 8
14513,resource_type 8
14514,resource_type 2
14515,resource_type 2
14516,resource_type 2
14517,resource_type 2
14518,resource_type 2
14519,resource_type 2
14520,resource_type 8
14521,resource_type 8
14522,resource_type 2
14523,resource_type 2
14524,resource_type 2
14525,resource_type 8
14525,resource_type 6
14525,resource_type 4
14526,resource_type 2
14527,resource_type 2
14528,resource_type 2
14529,resource_type 2
14530,resource_type 6
14530,resource_type 8
14531,resource_type 2
14532,resource_type 8
14533,resource_type 2
14533,resource_type 8
14534,resource_type 8
14535,resource_type 8
14536,resource_type 6
14536,resource_type 8
14536,resource_type 4
14536,resource_type 6
14536,resource_type 8
14536,resource_type 4
14537,resource_type 2
14537,resource_type 8
14538,resource_type 2
14539,resource_type 8
14540,resource_type 6
14540,resource_type 2
14540,resource_type 8
14541,resource_type 8
14542,resource_type 2
14543,resource_type 2
14543,resource_type 8
14544,resource_type 2
14545,resource_type 2
14546,resource_type 2
14547,resource_type 8
14547,resource_type 8
14548,resource_type 8
14549,resource_type 2
14549,resource_type 8
14550,resource_type 8
14551,resource_type 2
14552,resource_type 8
14553,resource_type 8
14554,resource_type 2
14555,resource_type 2
14556,resource_type 2
14557,resource_type 8
14558,resource_type 8
14559,resource_type 2
14560,resource_type 2
14561,resource_type 2
14562,resource_type 8
14563,resource_type 8
14564,resource_type 8
14564,resource_type 2
14565,resource_type 8
14566,resource_type 2
14567,resource_type 2
14567,resource_type 2
14568,resource_type 2
14568,resource_type 8
14569,resource_type 8
14570,resource_type 2
14571,resource_type 2
14572,resource_type 8
14572,resource_type 8
14573,resource_type 2
14574,resource_type 8
14575,resource_type 8
14576,resource_type 2
14576,resource_type 8
14577,resource_type 8
14578,resource_type 6
14579,resource_type 2
14580,resource_type 2
14581,resource_type 8
14582,resource_type 2
14583,resource_type 8
14584,resource_type 2
14585,resource_type 2
14586,resource_type 6
14586,resource_type 8
14587,resource_type 2
14588,resource_type 8
14589,resource_type 2
14590,resource_type 2
14591,resource_type 8
14592,resource_type 8
14593,resource_type 8
14594,resource_type 2
14595,resource_type 8
14596,resource_type 2
14597,resource_type 8
14598,resource_type 8
14599,resource_type 8
14600,resource_type 2
14601,resource_type 8
14602,resource_type 8
14603,resource_type 8
14604,resource_type 8
14605,resource_type 8
14606,resource_type 8
14607,resource_type 2
14608,resource_type 2
14609,resource_type 2
14610,resource_type 2
14611,resource_type 8
14612,resource_type 2
14613,resource_type 2
14614,resource_type 1
14614,resource_type 8
14614,resource_type 6
14615,resource_type 2
14616,resource_type 8
14617,resource_type 2
14618,resource_type 2
14619,resource_type 2
14620,resource_type 2
14621,resource_type 2
14622,resource_type 2
14623,resource_type 2
14624,resource_type 2
14625,resource_type 2
14626,resource_type 7
14626,resource_type 8
14627,resource_type 8
14628,resource_type 8
14629,resource_type 2
14630,resource_type 8
14631,resource_type 8
14632,resource_type 2
14633,resource_type 2
14634,resource_type 2
14635,resource_type 2
14636,resource_type 2
14636,resource_type 2
14637,resource_type 2
14638,resource_type 2
14639,resource_type 8
14640,resource_type 2
14641,resource_type 2
14642,resource_type 2
14643,resource_type 2
14644,resource_type 2
14645,resource_type 2
14646,resource_type 2
14646,resource_type 2
14647,resource_type 8
14648,resource_type 2
14649,resource_type 8
14650,resource_type 8
14651,resource_type 8
14652,resource_type 8
14652,resource_type 2
14653,resource_type 2
14654,resource_type 8
14655,resource_type 8
14656,resource_type 2
14657,resource_type 2
14658,resource_type 2
14659,resource_type 8
14659,resource_type 6
14660,resource_type 8
14660,resource_type 8
14661,resource_type 8
14662,resource_type 8
14662,resource_type 8
14663,resource_type 2
14664,resource_type 8
14665,resource_type 8
14665,resource_type 8
14666,resource_type 2
14667,resource_type 8
14668,resource_type 8
14669,resource_type 2
14670,resource_type 8
14671,resource_type 2
14672,resource_type 7
14672,resource_type 8
14672,resource_type 2
14673,resource_type 2
14674,resource_type 2
14675,resource_type 8
14675,resource_type 8
14676,resource_type 8
14677,resource_type 2
14678,resource_type 2
14679,resource_type 8
14680,resource_type 8
14681,resource_type 2
14682,resource_type 7
14683,resource_type 2
14684,resource_type 8
14685,resource_type 2
14686,resource_type 8
14686,resource_type 2
14687,resource_type 8
14687,resource_type 2
14688,resource_type 2
14689,resource_type 2
14690,resource_type 2
14691,resource_type 8
14692,resource_type 8
14693,resource_type 2
14694,resource_type 2
14695,resource_type 8
14696,resource_type 8
14697,resource_type 2
14698,resource_type 2
14698,resource_type 2
14699,resource_type 8
14699,resource_type 2
14700,resource_type 8
14700,resource_type 8
14701,resource_type 8
14702,resource_type 8
14702,resource_type 8
14703,resource_type 8
14704,resource_type 8
14705,resource_type 8
14706,resource_type 8
14706,resource_type 2
14707,resource_type 2
14708,resource_type 6
14708,resource_type 8
14709,resource_type 8
14709,resource_type 7
14709,resource_type 8
14709,resource_type 7
14710,resource_type 8
14711,resource_type 8
14712,resource_type 8
14713,resource_type 2
14714,resource_type 2
14715,resource_type 8
14716,resource_type 8
14717,resource_type 8
14718,resource_type 8
14718,resource_type 6
14719,resource_type 2
14720,resource_type 2
14721,resource_type 2
14722,resource_type 8
14723,resource_type 8
14724,resource_type 8
14725,resource_type 2
14726,resource_type 8
14726,resource_type 7
14727,resource_type 2
14728,resource_type 2
14729,resource_type 8
14730,resource_type 8
14731,resource_type 6
14731,resource_type 8
14732,resource_type 2
14733,resource_type 2
14734,resource_type 8
14735,resource_type 8
14736,resource_type 2
14737,resource_type 8
14738,resource_type 2
14739,resource_type 9
14740,resource_type 8
14741,resource_type 2
14742,resource_type 2
14743,resource_type 8
14744,resource_type 2
14745,resource_type 2
14746,resource_type 2
14747,resource_type 8
14748,resource_type 8
14748,resource_type 8
14749,resource_type 8
14749,resource_type 8
14750,resource_type 2
14751,resource_type 2
14752,resource_type 8
14753,resource_type 2
14754,resource_type 2
14755,resource_type 2
14756,resource_type 2
14757,resource_type 2
14757,resource_type 2
14758,resource_type 8
14759,resource_type 2
14760,resource_type 8
14761,resource_type 2
14762,resource_type 8
14762,resource_type 6
14763,resource_type 2
14764,resource_type 8
14765,resource_type 8
14766,resource_type 2
14767,resource_type 8
14768,resource_type 8
14769,resource_type 2
14770,resource_type 2
14771,resource_type 8
14772,resource_type 2
14773,resource_type 2
14774,resource_type 8
14774,resource_type 8
14775,resource_type 8
14776,resource_type 2
14777,resource_type 8
14777,resource_type 8
14778,resource_type 4
14778,resource_type 7
14778,resource_type 8
14779,resource_type 8
14780,resource_type 7
14780,resource_type 8
14781,resource_type 2
14782,resource_type 2
14783,resource_type 8
14783,resource_type 2
14784,resource_type 2
14785,resource_type 7
14786,resource_type 2
14787,resource_type 8
14787,resource_type 8
14788,resource_type 2
14789,resource_type 8
14790,resource_type 2
14790,resource_type 2
14791,resource_type 2
14792,resource_type 6
14792,resource_type 8
14793,resource_type 8
14794,resource_type 2
14795,resource_type 2
14796,resource_type 8
14796,resource_type 2
14797,resource_type 2
14798,resource_type 8
14799,resource_type 8
14800,resource_type 2
14800,resource_type 8
14801,resource_type 2
14802,resource_type 2
14803,resource_type 2
14804,resource_type 2
14804,resource_type 8
14805,resource_type 2
14806,resource_type 8
14807,resource_type 8
14807,resource_type 8
14808,resource_type 8
14809,resource_type 8
14810,resource_type 8
14811,resource_type 8
14812,resource_type 2
14813,resource_type 2
14814,resource_type 2
14815,resource_type 8
14816,resource_type 8
14817,resource_type 8
14817,resource_type 6
14818,resource_type 8
14818,resource_type 6
14819,resource_type 2
14820,resource_type 3
14820,resource_type 8
14821,resource_type 2
14822,resource_type 8
14823,resource_type 2
14824,resource_type 8
14825,resource_type 8
14826,resource_type 2
14827,resource_type 8
14828,resource_type 2
14829,resource_type 2
14830,resource_type 8
14831,resource_type 2
14832,resource_type 8
14832,resource_type 8
14833,resource_type 2
14834,resource_type 8
14834,resource_type 7
14835,resource_type 8
14836,resource_type 2
14837,resource_type 8
14838,resource_type 8
14839,resource_type 2
14840,resource_type 8
14840,resource_type 8
14841,resource_type 8
14842,resource_type 2
14843,resource_type 2
14844,resource_type 8
14844,resource_type 2
14845,resource_type 2
14846,resource_type 2
14847,resource_type 2
14848,resource_type 8
14849,resource_type 8
14849,resource_type 4
14850,resource_type 2
14851,resource_type 8
14852,resource_type 2
14853,resource_type 2
14854,resource_type 2
14855,resource_type 2
14856,resource_type 8
14856,resource_type 8
14857,resource_type 2
14858,resource_type 8
14859,resource_type 2
14860,resource_type 8
14861,resource_type 2
14862,resource_type 8
14862,resource_type 2
14863,resource_type 2
14864,resource_type 2
14864,resource_type 8
14865,resource_type 2
14866,resource_type 2
14867,resource_type 8
14868,resource_type 8
14869,resource_type 2
14870,resource_type 2
14871,resource_type 8
14871,resource_type 2
14872,resource_type 8
14872,resource_type 8
14873,resource_type 8
14874,resource_type 8
14875,resource_type 8
14876,resource_type 8
14877,resource_type 8
14877,resource_type 8
14878,resource_type 2
14878,resource_type 7
14878,resource_type 2
14878,resource_type 7
14879,resource_type 2
14880,resource_type 8
14880,resource_type 8
14881,resource_type 8
14882,resource_type 8
14882,resource_type 8
14883,resource_type 2
14884,resource_type 6
14884,resource_type 8
14885,resource_type 8
14886,resource_type 2
14887,resource_type 8
14887,resource_type 6
14888,resource_type 2
14889,resource_type 8
14890,resource_type 8
14891,resource_type 2
14892,resource_type 2
14893,resource_type 8
14893,resource_type 7
14894,resource_type 8
14894,resource_type 8
14895,resource_type 8
14895,resource_type 4
14895,resource_type 7
14896,resource_type 2
14897,resource_type 8
14898,resource_type 2
14899,resource_type 8
14900,resource_type 8
14901,resource_type 2
14902,resource_type 8
14903,resource_type 2
14904,resource_type 2
14905,resource_type 2
14906,resource_type 2
14907,resource_type 8
